premise,hypothesis,prompt,rationale
What will happen if you apply a heat source to combustible materials inside of a building with ill intentions?,"['fire', 'burns', 'damage', 'go to jail', 'warmth']","Questions: What will happen if you apply a heat source to combustible materials inside of a building with ill intentions?, Choices: (A) fire, (B) burns, (C) damage, (D) go to jail, (E) warmth. What is the commonly agreed-upon answer to the question 'What will happen if you apply a heat source to combustible materials inside of a building with ill intentions?' with options fire, burns, damage, go to jail warmth? Justify your answer based on general knowledge. 
","1. The commonly agreed-upon answer to the question 'What will happen if you apply a heat source to combustible materials inside of a building with ill intentions?' is **(D) go to jail**. This is because applying a heat source to combustible materials inside of a building with ill intentions is a criminal act of arson, which is punishable by law in most countries. The other options are possible consequences of the fire, but they are not the main outcome of the question.

"
What will happen if you are performing successfully?,"['anxiety', 'achieve', 'happiness', 'fear', 'energetic']","Questions: What will happen if you are performing successfully?, Choices: (A) anxiety, (B) achieve, (C) happiness, (D) fear, (E) energetic. What is the commonly agreed-upon answer to the question 'What will happen if you are performing successfully?' with options anxiety, achieve, happiness, fear energetic? Justify your answer based on general knowledge. 
","2. The commonly agreed-upon answer to the question 'What will happen if you are performing successfully?' is **(C) happiness**. This is because performing successfully means achieving one's goals, which is a source of satisfaction and joy for most people. The other options are possible emotions that one may experience during or after performing, but they are not the main outcome of the question.

"
What will happen if you are successful when committing suicide?,"['scars', 'being born', 'sorrow', 'misery', 'kill yourself']","Questions: What will happen if you are successful when committing suicide?, Choices: (A) scars, (B) being born, (C) sorrow, (D) misery, (E) kill yourself. What is the commonly agreed-upon answer to the question 'What will happen if you are successful when committing suicide?' with options scars, being born, sorrow, misery kill yourself? Justify your answer based on general knowledge. 
","3. The commonly agreed-upon answer to the question 'What will happen if you are successful when committing suicide?' is **(E) kill yourself**. This is because committing suicide means ending one's own life, which is the definition of killing oneself. The other options are possible effects of attempting suicide, but they are not the main outcome of the question.

"
What will happen if you get warm too much?,"['feelin guilty', 'sleep', 'sweating', 'feel more comfortable', 'cuddle']","Questions: What will happen if you get warm too much?, Choices: (A) feelin guilty, (B) sleep, (C) sweating, (D) feel more comfortable, (E) cuddle. What is the commonly agreed-upon answer to the question 'What will happen if you get warm too much?' with options feelin guilty, sleep, sweating, feel more comfortable cuddle? Justify your answer based on general knowledge. 
","4. The commonly agreed-upon answer to the question 'What will happen if you get warm too much?' is **(C) sweating**. This is because sweating is a natural response of the body to regulate its temperature when it gets too warm. The other options are possible sensations or behaviors that one may experience or engage in when feeling warm, but they are not the main outcome of the question.

"
What will happen if you're caught killing people?,"['terrible', 'go to prison', 'getting in trouble', 'screams', 'mass hysteria']","Questions: What will happen if you're caught killing people?, Choices: (A) terrible, (B) go to prison, (C) getting in trouble, (D) screams, (E) mass hysteria. What is the commonly agreed-upon answer to the question 'What will happen if you're caught killing people?' with options terrible, go to prison, getting in trouble, screams mass hysteria? Justify your answer based on general knowledge. 
","5. The commonly agreed-upon answer to the question 'What will happen if you're caught killing people?' is **(B) go to prison**. This is because killing people is a serious crime that is punishable by law in most countries. The other options are possible reactions or consequences of killing people, but they are not the main outcome of the question.

"
What will happen immediately after eating?,"['defecating', 'pooping', 'reduced', 'becoming full', 'gaining weight']","Questions: What will happen immediately after eating?, Choices: (A) defecating, (B) pooping, (C) reduced, (D) becoming full, (E) gaining weight. What is the commonly agreed-upon answer to the question 'What will happen immediately after eating?' with options defecating, pooping, reduced, becoming full gaining weight? Justify your answer based on general knowledge. 
","6. The commonly agreed-upon answer to the question 'What will happen immediately after eating?' is **(D) becoming full**. This is because becoming full is the sensation of having enough food in the stomach to satisfy one's hunger. The other options are possible processes or results of eating, but they are not the main outcome of the question.

"
What will happen to skin pinched in something?,"['feel cold', 'feel pressure', 'feel bumpy', 'itches', 'feel clammy']","Questions: What will happen to skin pinched in something?, Choices: (A) feel cold, (B) feel pressure, (C) feel bumpy, (D) itches, (E) feel clammy. What is the commonly agreed-upon answer to the question 'What will happen to skin pinched in something?' with options feel cold, feel pressure, feel bumpy, itches feel clammy? Justify your answer based on general knowledge. 
","7. The commonly agreed-upon answer to the question 'What will happen to skin pinched in something?' is **(B) feel pressure**. This is because feeling pressure is the sensation of force applied to the skin by the object that is pinching it. The other options are possible effects or feelings of having the skin pinched, but they are not the main outcome of the question.

"
What will happen to someone after you are answering questions that he or she asks?,"['discussion', 'children will learn', 'better grade', 'boredom', 'embarassment']","Questions: What will happen to someone after you are answering questions that he or she asks?, Choices: (A) discussion, (B) children will learn, (C) better grade, (D) boredom, (E) embarassment. What is the commonly agreed-upon answer to the question 'What will happen to someone after you are answering questions that he or she asks?' with options discussion, children will learn, better grade, boredom embarassment? Justify your answer based on general knowledge. 
","8. The commonly agreed-upon answer to the question 'What will happen to someone after you are answering questions that he or she asks?' is **(A) discussion**. This is because discussion is the exchange of ideas or opinions between two or more people, which is likely to happen after answering questions. The other options are possible outcomes or benefits of answering questions, but they are not the main outcome of the question.

"
What will happen to someone writing a term paper too quickly likely encounter?,"['headaches', 'errors', 'low mark', 'anxiety', 'frustration']","Questions: What will happen to someone writing a term paper too quickly likely encounter?, Choices: (A) headaches, (B) errors, (C) low mark, (D) anxiety, (E) frustration. What is the commonly agreed-upon answer to the question 'What will happen to someone writing a term paper too quickly likely encounter?' with options headaches, errors, low mark, anxiety frustration? Justify your answer based on general knowledge. 
","9. The commonly agreed-upon answer to the question 'What will happen to someone writing a term paper too quickly likely encounter?' is **(B) errors**. This is because errors are mistakes or inaccuracies that may occur in the content or format of the term paper when writing it too quickly without enough time for revision or proofreading. The other options are possible challenges or emotions that one may face or feel when writing a term paper too quickly, but they are not the main outcome of the question.

"
What will happen to the animal if it doesn't eat?,"['die', 'meat', 'cuddly pet', 'feel hunger', 'learn how to dance']","Questions: What will happen to the animal if it doesn't eat?, Choices: (A) die, (B) meat, (C) cuddly pet, (D) feel hunger, (E) learn how to dance. What is the commonly agreed-upon answer to the question 'What will happen to the animal if it doesn't eat?' with options die, meat, cuddly pet, feel hunger learn how to dance? Justify your answer based on general knowledge. 
","10. The commonly agreed-upon answer to the question 'What will happen to the animal if it doesn't eat?' is **(A) die**. This is because dying is the cessation of life, which is the inevitable result of not eating for a prolonged period of time. The other options are possible states or actions of the animal, but they are not the main outcome of the question."
