premise,hypothesis,prompt,rationale
"If my heifer has a certain attitude, what state might she be from?","['new hampshire', 'texas', 'the country', 'barnyard', 'county fair']","Questions: If my heifer has a certain attitude, what state might she be from?, Choices: (A) new hampshire, (B) texas, (C) the country, (D) barnyard, (E) county fair. What is the commonly agreed-upon answer to the question 'If my heifer has a certain attitude, what state might she be from?' with options new hampshire, texas, the country, barnyard county fair? Justify your answer based on general knowledge. 
","1. The commonly agreed-upon answer to the question 'If my heifer has a certain attitude, what state might she be from?' is **(B) Texas**. This is based on the stereotype that Texas is a state with a lot of cattle ranches and cowboys, and that people from Texas have a strong and independent personality.
"
"On an average day, going to work could make you feel like what?","['feeling good', 'anger', 'revelation', 'being fired', 'tardiness']","Questions: On an average day, going to work could make you feel like what?, Choices: (A) feeling good, (B) anger, (C) revelation, (D) being fired, (E) tardiness. What is the commonly agreed-upon answer to the question 'On an average day, going to work could make you feel like what?' with options feeling good, anger, revelation, being fired tardiness? Justify your answer based on general knowledge. 
","2. The commonly agreed-upon answer to the question 'On an average day, going to work could make you feel like what?' is **(A) feeling good**. This is based on the assumption that most people enjoy their work and find it fulfilling and rewarding. Of course, this may not be true for everyone, but it is a positive and optimistic answer.
"
Bill needed new socks so he went where?,"['paint', 'bed', 'bureau', 'suitcase', 'sporting goods store']","Questions: Bill needed new socks so he went where?, Choices: (A) paint, (B) bed, (C) bureau, (D) suitcase, (E) sporting goods store. What is the commonly agreed-upon answer to the question 'Bill needed new socks so he went where?' with options paint, bed, bureau, suitcase sporting goods store? Justify your answer based on general knowledge. 
","3. The commonly agreed-upon answer to the question 'Bill needed new socks so he went where?' is **(E) sporting goods store**. This is based on the logic that a sporting goods store would sell socks that are suitable for various activities and occasions, and that Bill would want to buy new socks that are comfortable and durable.
"
Bill told the audience that good things would happen to them if they gave him all of their money. Where is Bill most likely speaking?,"['stadium', 'hockey game', 'baseball game', 'church', 'movie theater']","Questions: Bill told the audience that good things would happen to them if they gave him all of their money. Where is Bill most likely speaking?, Choices: (A) stadium, (B) hockey game, (C) baseball game, (D) church, (E) movie theater. What is the commonly agreed-upon answer to the question 'Bill told the audience that good things would happen to them if they gave him all of their money. Where is Bill most likely speaking?' with options stadium, hockey game, baseball game, church movie theater? Justify your answer based on general knowledge. 
","4. The commonly agreed-upon answer to the question 'Bill told the audience that good things would happen to them if they gave him all of their money. Where is Bill most likely speaking?' is **(D) church**. This is based on the phenomenon of televangelists and prosperity gospel preachers, who often ask their followers to donate money to their ministries in exchange for blessings and miracles. This is not to say that all churches or religious leaders are like this, but it is a common association that many people have.
"
Everyone in John's band plays brass instruments.  What type of band might it be?,"['annoy mom', 'jazz band', 'brass band', 'punk rock', 'marching band']","Questions: Everyone in John's band plays brass instruments.  What type of band might it be?, Choices: (A) annoy mom, (B) jazz band, (C) brass band, (D) punk rock, (E) marching band. What is the commonly agreed-upon answer to the question 'Everyone in John's band plays brass instruments.  What type of band might it be?' with options annoy mom, jazz band, brass band, punk rock marching band? Justify your answer based on general knowledge. 
","5. The commonly agreed-upon answer to the question 'Everyone in John's band plays brass instruments.  What type of band might it be?' is **(C) brass band**. This is based on the definition of a brass band, which is a musical ensemble consisting entirely or mostly of brass instruments, such as trumpets, trombones, tubas, horns, etc. A brass band can play various genres of music, such as jazz, classical, pop, etc.
"
"Sam thought that Jane was mean, but she was actually what?","['kindness', 'nice', 'generous', 'friendly', 'mean cruel']","Questions: Sam thought that Jane was mean, but she was actually what?, Choices: (A) kindness, (B) nice, (C) generous, (D) friendly, (E) mean cruel. What is the commonly agreed-upon answer to the question 'Sam thought that Jane was mean, but she was actually what?' with options kindness, nice, generous, friendly mean cruel? Justify your answer based on general knowledge. 
","6. The commonly agreed-upon answer to the question 'Sam thought that Jane was mean, but she was actually what?' is **(D) friendly**. This is based on the contrast between Sam's perception and Jane's reality, and the idea that sometimes people can misunderstand each other or judge each other too harshly. Jane may have been friendly to Sam, but he did not notice or appreciate it, or he may have misinterpreted her actions or words.
"
"Sam treasured his freedom.  When he became a POW, he tried to escape from what?","['communism', 'oppression', 'slavery', 'bad marriage', 'captivity']","Questions: Sam treasured his freedom.  When he became a POW, he tried to escape from what?, Choices: (A) communism, (B) oppression, (C) slavery, (D) bad marriage, (E) captivity. What is the commonly agreed-upon answer to the question 'Sam treasured his freedom.  When he became a POW, he tried to escape from what?' with options communism, oppression, slavery, bad marriage captivity? Justify your answer based on general knowledge. 
","7. The commonly agreed-upon answer to the question 'Sam treasured his freedom.  When he became a POW, he tried to escape from what?' is **(E) captivity**. This is based on the meaning of POW, which stands for prisoner of war, and the fact that being a POW means being held captive by an enemy force. Sam valued his freedom and did not want to be confined or controlled by his captors, so he tried to escape from his captivity.
"
What does an animal do when it becomes old?,"['live long', 'leave home', 'feel pain', 'eating', 'sense fear in human']","Questions: What does an animal do when it becomes old?, Choices: (A) live long, (B) leave home, (C) feel pain, (D) eating, (E) sense fear in human. What is the commonly agreed-upon answer to the question 'What does an animal do when it becomes old?' with options live long, leave home, feel pain, eating sense fear in human? Justify your answer based on general knowledge. 
","8. The commonly agreed-upon answer to the question 'What does an animal do when it becomes old?' is **(C) feel pain**. This is based on the biological and physiological effects of aging, which can cause various health problems and discomforts for animals, such as arthritis, cancer, dementia, etc. Animals, like humans, can feel pain when they are old and sick, and may suffer from reduced mobility, quality of life, and happiness.
"
Where do you need to use a fan?,"['hot room', 'sports stadium', 'appliance store', 'hockey game', 'sauna']","Questions: Where do you need to use a fan?, Choices: (A) hot room, (B) sports stadium, (C) appliance store, (D) hockey game, (E) sauna. What is the commonly agreed-upon answer to the question 'Where do you need to use a fan?' with options hot room, sports stadium, appliance store, hockey game sauna? Justify your answer based on general knowledge. 
","9. The commonly agreed-upon answer to the question 'Where do you need to use a fan?' is **(A) hot room**. This is based on the function of a fan, which is to create airflow and cool down the temperature of a space. A fan can be useful in a hot room, especially in the summer or in a tropical climate, where the heat can be unbearable and cause sweating, dehydration, and fatigue.
"
Where might someone get beads on a balcony?,"['opera house', 'michigan', 'craft store', 'theater', 'new orleans']","Questions: Where might someone get beads on a balcony?, Choices: (A) opera house, (B) michigan, (C) craft store, (D) theater, (E) new orleans. What is the commonly agreed-upon answer to the question 'Where might someone get beads on a balcony?' with options opera house, michigan, craft store, theater new orleans? Justify your answer based on general knowledge. 
","10. The commonly agreed-upon answer to the question 'Where might someone get beads on a balcony?' is **(E) New Orleans**. This is based on the cultural tradition of Mardi Gras, which is a carnival celebration that takes place in New Orleans every year before Lent. One of the features of Mardi Gras is the throwing and catching of beads, which are colorful plastic necklaces that are tossed from balconies and floats to the crowds below. Some people may exchange beads for flashing or other favors, but this is not a requirement or a rule."
