premise,hypothesis,prompt,rationale
What kind of flight cannot be taken to s foreign country?,"['imaginary flight', 'american', 'native', 'indigenous', 'domestic']","Questions: What kind of flight cannot be taken to s foreign country?, Choices: (A) imaginary flight, (B) american, (C) native, (D) indigenous, (E) domestic. What is the commonly agreed-upon answer to the question 'What kind of flight cannot be taken to s foreign country?' with options imaginary flight, american, native, indigenous domestic? Justify your answer based on general knowledge. 
","1. The commonly agreed-upon answer to the question 'What kind of flight cannot be taken to a foreign country?' is **(E) domestic**. A domestic flight is a flight that operates within the same country or state. A foreign country is a country that is not the same as the one where the flight originates. Therefore, a domestic flight cannot be taken to a foreign country.

"
John asked for a tissue holder because he had a cold.  Where might he be?,"['car', 'resturant', 'convenient spot', 'airplane', ""dotor's office""]","Questions: John asked for a tissue holder because he had a cold.  Where might he be?, Choices: (A) car, (B) resturant, (C) convenient spot, (D) airplane, (E) dotor's office. What is the commonly agreed-upon answer to the question 'John asked for a tissue holder because he had a cold.  Where might he be?' with options car, resturant, convenient spot, airplane dotor's office? Justify your answer based on general knowledge. 
","2. The commonly agreed-upon answer to the question 'John asked for a tissue holder because he had a cold. Where might he be?' is **(D) airplane**. A tissue holder is a device that holds tissues, such as a box or a dispenser. A cold is a common viral infection that affects the nose and throat, causing sneezing, coughing, and a runny nose. People often ask for tissues when they have a cold to wipe their nose or cover their mouth when they sneeze or cough. An airplane is a vehicle that flies in the air, carrying passengers or cargo. People often travel by airplane to different places, especially long distances. On an airplane, there are usually tissue holders in the bathrooms or in the seat pockets for the passengers to use. Therefore, John might be on an airplane if he asked for a tissue holder because he had a cold.

"
"She had to comfort friend that day, she gave her a big ole what?","['friendly', 'sympathetic', 'handshake', 'cook', 'hug']","Questions: She had to comfort friend that day, she gave her a big ole what?, Choices: (A) friendly, (B) sympathetic, (C) handshake, (D) cook, (E) hug. What is the commonly agreed-upon answer to the question 'She had to comfort friend that day, she gave her a big ole what?' with options friendly, sympathetic, handshake, cook hug? Justify your answer based on general knowledge. 
","3. The commonly agreed-upon answer to the question 'She had to comfort her friend that day, she gave her a big ole what?' is **(E) hug**. A hug is a gesture of affection or support that involves wrapping one's arms around another person and holding them close. A friend is a person who has a close relationship with another person, based on mutual liking, trust, and shared interests. People often comfort their friends when they are sad, upset, or going through a difficult situation. One way to comfort a friend is to give them a hug, which can show empathy, care, and warmth. Therefore, she might have given her friend a big ole hug if she had to comfort her that day.

"
"She said you had to pay extra for her to swallow semen, something you'd only hear from a what?","[""you're curious"", 'prostitute', 'pornstar', 'gay man in love', ""you're into""]","Questions: She said you had to pay extra for her to swallow semen, something you'd only hear from a what?, Choices: (A) you're curious, (B) prostitute, (C) pornstar, (D) gay man in love, (E) you're into. What is the commonly agreed-upon answer to the question 'She said you had to pay extra for her to swallow semen, something you'd only hear from a what?' with options you're curious, prostitute, pornstar, gay man in love you're into? Justify your answer based on general knowledge. 
","4. The commonly agreed-upon answer to the question 'She said you had to pay extra for her to swallow semen, something you'd only hear from a what?' is **(B) prostitute**. A prostitute is a person who engages in sexual activity with another person in exchange for money or other benefits. Semen is the fluid that contains sperm, which is produced by the male reproductive organs and released during ejaculation. Swallowing semen is a sexual act that involves taking semen into one's mouth and then swallowing it. Some people may find this act pleasurable, while others may find it unpleasant or disgustin"
Where do people keep money that is not in their wallet?,"['bank account', 'outside', 'art show', 'casino', 'race track']","Questions: Where do people keep money that is not in their wallet?, Choices: (A) bank account, (B) outside, (C) art show, (D) casino, (E) race track. What is the commonly agreed-upon answer to the question 'Where do people keep money that is not in their wallet?' with options bank account, outside, art show, casino race track? Justify your answer based on general knowledge. 
",
Where do people keep their food cans?,"['supermarket', 'recycling center', 'backpack', 'refrigerator', 'house']","Questions: Where do people keep their food cans?, Choices: (A) supermarket, (B) recycling center, (C) backpack, (D) refrigerator, (E) house. What is the commonly agreed-upon answer to the question 'Where do people keep their food cans?' with options supermarket, recycling center, backpack, refrigerator house? Justify your answer based on general knowledge. 
",
Where do people look at pictures with a story?,"['medium', 'art show', 'newspaper', 'suitcase', 'books']","Questions: Where do people look at pictures with a story?, Choices: (A) medium, (B) art show, (C) newspaper, (D) suitcase, (E) books. What is the commonly agreed-upon answer to the question 'Where do people look at pictures with a story?' with options medium, art show, newspaper, suitcase books? Justify your answer based on general knowledge. 
",
Where do people often keep a bag from the grocery store?,"['grocery store', 'drawer', 'shelf', 'supermarket', 'shopping cart']","Questions: Where do people often keep a bag from the grocery store?, Choices: (A) grocery store, (B) drawer, (C) shelf, (D) supermarket, (E) shopping cart. What is the commonly agreed-upon answer to the question 'Where do people often keep a bag from the grocery store?' with options grocery store, drawer, shelf, supermarket shopping cart? Justify your answer based on general knowledge. 
",
Where do people perter to have linoleum on the ground?,"['mobile home', 'house', 'kitchen floor', 'shed', 'furniture']","Questions: Where do people perter to have linoleum on the ground?, Choices: (A) mobile home, (B) house, (C) kitchen floor, (D) shed, (E) furniture. What is the commonly agreed-upon answer to the question 'Where do people perter to have linoleum on the ground?' with options mobile home, house, kitchen floor, shed furniture? Justify your answer based on general knowledge. 
",
Where do people read newspapers while riding to work?,"['subway', 'front door', 'lawn', 'bookstore', 'library']","Questions: Where do people read newspapers while riding to work?, Choices: (A) subway, (B) front door, (C) lawn, (D) bookstore, (E) library. What is the commonly agreed-upon answer to the question 'Where do people read newspapers while riding to work?' with options subway, front door, lawn, bookstore library? Justify your answer based on general knowledge. 
",g
