Unnamed: 0,Unnamed: 0,premise,hypothesis,prompt,rationale,split,correct_index,LLM_answer,judge_source,judge_score,candidate_label,gold_label,paper_gold_label,voted_label,voted_label_support,voted_label_margin,label_match,word_count,overlap_score,agreement_count,agreement_ratio,judge_view_rank,source_pack,example_key,row_key,quality_score
0,1,"One black man and one caucasian man are at the front of the pack of otherwise predominantly Asian track runners; all wearing shorts, running shoes and numbered paper race-bibs.",There are asian track runners by the black and caucasian man.,"Premise: One black man and one caucasian man are at the front of the pack of otherwise predominantly Asian track runners; all wearing shorts, running shoes and numbered paper race-bibs., Hypothesis: There are asian track runners by the black and caucasian man.. For the premise 'One black man and one caucasian man are at the front of the pack of otherwise predominantly Asian track runners; all wearing shorts, running shoes and numbered paper race-bibs.' and hypothesis There are asian track runners by the black and caucasian man., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","8. The most likely answer is **entailment**. The premise and the hypothesis are logically consistent. One black man and one caucasian man being at the front of the pack of otherwise predominantly Asian track runners implies that there are Asian track runners by the black and caucasian man. Therefore, the hypothesis is supported by the premise."," is **entailment**. the premise and the hypothesis are logically consistent. one black man and one caucasian man being at the front of the pack of otherwise predominantly asian track runners implies that there are asian track runners by the black and caucasian man. therefore, the hypothesis is supported by the premise.

",{'entailment': 6},entailment,contrastive,21.6535,entailment,entailment,neutral,entailment,6.35,6.3500000000000005,True,56,0.5625,7,1.0,1,multiview_hybrid,"one black man and one caucasian man are at the front of the pack of otherwise predominantly asian track runners; all wearing shorts, running shoes and numbered paper race-bibs.</s>there are asian track runners by the black and caucasian man.","one black man and one caucasian man are at the front of the pack of otherwise predominantly asian track runners; all wearing shorts, running shoes and numbered paper race-bibs.</s>there are asian track runners by the black and caucasian man.||8. the most likely answer is **entailment**. the premise and the hypothesis are logically consistent. one black man and one caucasian man being at the front of the pack of otherwise predominantly asian track runners implies that there are asian track runners by the black and caucasian man. therefore, the hypothesis is supported by the premise.||entailment",23.488500000000002
1,3,A woman with a tennis racket about to swing at a ball.,The woman is playing a sport,,"9. The correct answer is **entailment**. This means that the hypothesis is necessarily true given the premise. The premise states that the woman has a tennis racket and is about to swing at a ball, which implies that she is playing a sport. The hypothesis states the same thing, but in more general terms. Therefore, the hypothesis is entailed by the premise.","9. the correct answer is **entailment**. this means that the hypothesis is necessarily true given the premise. the premise states that the woman has a tennis racket and is about to swing at a ball, which implies that she is playing a sport. the hypothesis states the same thing, but in more general terms. therefore, the hypothesis is entailed by the premise.

","{'entailment': 27, 'entailed': 335}",entailment,causal,21.596,entailment,entailment,entailment,entailment,6.35,6.3500000000000005,True,62,0.325,7,1.0,1,multiview_hybrid,a woman with a tennis racket about to swing at a ball.</s>the woman is playing a sport,"a woman with a tennis racket about to swing at a ball.</s>the woman is playing a sport||9. the correct answer is **entailment**. this means that the hypothesis is necessarily true given the premise. the premise states that the woman has a tennis racket and is about to swing at a ball, which implies that she is playing a sport. the hypothesis states the same thing, but in more general terms. therefore, the hypothesis is entailed by the premise.||entailment",23.431
2,8,A young man looking at the sky through a personal telescope in the evening.,There is a young man using a telescope.,"Premise: A young man looking at the sky through a personal telescope in the evening., Hypothesis: There is a young man using a telescope.. For the premise 'A young man looking at the sky through a personal telescope in the evening.' and hypothesis There is a young man using a telescope., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","4. The most likely answer is **entailment**. The premise and the hypothesis are logically consistent. The young man looking at the sky through a personal telescope in the evening implies that there is a young man using a telescope. Therefore, the hypothesis is supported by the premise."," is **entailment**. the premise and the hypothesis are logically consistent. the young man looking at the sky through a personal telescope in the evening implies that there is a young man using a telescope. therefore, the hypothesis is supported by the premise.

",{'entailment': 6},entailment,contrastive,21.591,entailment,entailment,entailment,entailment,6.35,6.3500000000000005,True,47,0.5,7,1.0,1,multiview_hybrid,a young man looking at the sky through a personal telescope in the evening.</s>there is a young man using a telescope.,"a young man looking at the sky through a personal telescope in the evening.</s>there is a young man using a telescope.||4. the most likely answer is **entailment**. the premise and the hypothesis are logically consistent. the young man looking at the sky through a personal telescope in the evening implies that there is a young man using a telescope. therefore, the hypothesis is supported by the premise.||entailment",23.426000000000002
3,15,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",One adult is hurt because of the ride they took.,"Premise: Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride., Hypothesis: One adult is hurt because of the ride they took.. For the premise 'Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.' and hypothesis One adult is hurt because of the ride they took., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","4. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. Therefore, the hypothesis is entailed by the premise."," is **entailment**. this means that the hypothesis is true given the premise. the premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. therefore, the hypothesis is entailed by the premise.

","{'entailment': 6, 'entailed': 278}",entailment,contrastive,21.583632,entailment,entailment,neutral,entailment,6.35,6.3500000000000005,True,59,0.552632,7,1.0,1,multiview_hybrid,"two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>one adult is hurt because of the ride they took.","two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>one adult is hurt because of the ride they took.||4. the most likely answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. therefore, the hypothesis is entailed by the premise.||entailment",23.418632000000002
4,4,A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.,A soccer game is happening.,"Premise: A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts., Hypothesis: A soccer game is happening.. What is the correct answer to the premise 'A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.' and hypothesis A soccer game is happening. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","3. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise describes a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie. The hypothesis is a more general statement that a soccer game is happening. Therefore, the hypothesis is logically entailed by the premise.","3. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise describes a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie. the hypothesis is a more general statement that a soccer game is happening. therefore, the hypothesis is logically entailed by the premise.

","{'entailment': 27, 'entailed': 343}",entailment,neutral,21.496714,entailment,entailment,,entailment,6.35,6.3500000000000005,True,61,0.485714,7,1.0,1,multiview_hybrid,a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.</s>a soccer game is happening.,"a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.</s>a soccer game is happening.||3. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise describes a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie. the hypothesis is a more general statement that a soccer game is happening. therefore, the hypothesis is logically entailed by the premise.||entailment",23.331714
5,11,A man standing on a boat is pulling rope out of the ocean.,The man is standing.,"Premise: A man standing on a boat is pulling rope out of the ocean., Hypothesis: The man is standing.. What is the correct answer to the premise 'A man standing on a boat is pulling rope out of the ocean.' and hypothesis The man is standing. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","7. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a man standing on a boat is pulling rope out of the ocean, which implies that he is also standing. Therefore, the hypothesis is a more general statement that follows from the premise.","7. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a man standing on a boat is pulling rope out of the ocean, which implies that he is also standing. therefore, the hypothesis is a more general statement that follows from the premise.

",{'entailment': 27},entailment,neutral,21.494636,entailment,entailment,entailment,entailment,6.35,6.3500000000000005,True,53,0.363636,7,1.0,1,multiview_hybrid,a man standing on a boat is pulling rope out of the ocean.</s>the man is standing.,"a man standing on a boat is pulling rope out of the ocean.</s>the man is standing.||7. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a man standing on a boat is pulling rope out of the ocean, which implies that he is also standing. therefore, the hypothesis is a more general statement that follows from the premise.||entailment",23.329636
6,18,A woman with heavy makeup is standing next to a red light sign.,A woman with heavy makeup is standing.,"Premise: A woman with heavy makeup is standing next to a red light sign., Hypothesis: A woman with heavy makeup is standing.. What is the correct answer to the premise 'A woman with heavy makeup is standing next to a red light sign.' and hypothesis A woman with heavy makeup is standing. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a woman with heavy makeup is standing next to a red light sign, which implies that she is also standing. Therefore, the hypothesis is a more general statement that follows from the premise.","1. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a woman with heavy makeup is standing next to a red light sign, which implies that she is also standing. therefore, the hypothesis is a more general statement that follows from the premise.

",{'entailment': 27},entailment,neutral,21.483941,entailment,entailment,entailment,entailment,6.35,6.3500000000000005,True,53,0.352941,7,1.0,1,multiview_hybrid,a woman with heavy makeup is standing next to a red light sign.</s>a woman with heavy makeup is standing.,"a woman with heavy makeup is standing next to a red light sign.</s>a woman with heavy makeup is standing.||1. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a woman with heavy makeup is standing next to a red light sign, which implies that she is also standing. therefore, the hypothesis is a more general statement that follows from the premise.||entailment",23.318941000000002
7,25,A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.,Someone is filming.,"Premise: A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park., Hypothesis: Someone is filming.. What is the correct answer to the premise 'A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.' and hypothesis Someone is filming. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","2. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park, which implies that someone is filming. Therefore, the hypothesis is a logical consequence of the premise.","2. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park, which implies that someone is filming. therefore, the hypothesis is a logical consequence of the premise.

",{'entailment': 27},entailment,neutral,21.480412,entailment,entailment,entailment,entailment,6.35,6.3500000000000005,True,56,0.529412,7,1.0,1,multiview_hybrid,a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.</s>someone is filming.,"a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.</s>someone is filming.||2. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park, which implies that someone is filming. therefore, the hypothesis is a logical consequence of the premise.||entailment",23.315412000000002
8,22,Only the hands and arms of a person painting another person's arm.,A person is painting another individual.,"Premise: Only the hands and arms of a person painting another person's arm., Hypothesis: A person is painting another individual.. For the premise 'Only the hands and arms of a person painting another person's arm.' and hypothesis A person is painting another individual., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","10. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that only the hands and arms of a person painting another person's arm are visible, which implies that a person is painting another individual. Therefore, the hypothesis is a more general statement that follows from the premise."," is **entailment**. this means that the hypothesis is true given the premise. the premise states that only the hands and arms of a person painting another person's arm are visible, which implies that a person is painting another individual. therefore, the hypothesis is a more general statement that follows from the premise.",{'entailment': 6},entailment,contrastive,21.479889,entailment,entailment,neutral,entailment,6.35,6.3500000000000005,True,58,0.388889,7,1.0,1,multiview_hybrid,only the hands and arms of a person painting another person's arm.</s>a person is painting another individual.,"only the hands and arms of a person painting another person's arm.</s>a person is painting another individual.||10. the most likely answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that only the hands and arms of a person painting another person's arm are visible, which implies that a person is painting another individual. therefore, the hypothesis is a more general statement that follows from the premise.||entailment",23.314889
9,29,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,"Premise: A biker pops a wheelie along side the colorful wall., Hypothesis: A person is riding a bike near a wall.. For the premise 'A biker pops a wheelie along side the colorful wall.' and hypothesis A person is riding a bike near a wall., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","8. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a biker pops a wheelie along side the colorful wall, which implies that he is riding a bike near a wall. Therefore, the hypothesis is a more general statement that follows from the premise."," is **entailment**. this means that the hypothesis is true given the premise. the premise states that a biker pops a wheelie along side the colorful wall, which implies that he is riding a bike near a wall. therefore, the hypothesis is a more general statement that follows from the premise.

",{'entailment': 6},entailment,contrastive,21.473353,entailment,entailment,entailment,entailment,6.35,6.3500000000000005,True,55,0.382353,7,1.0,1,multiview_hybrid,a biker pops a wheelie along side the colorful wall.</s>a person is riding a bike near a wall.,"a biker pops a wheelie along side the colorful wall.</s>a person is riding a bike near a wall.||8. the most likely answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a biker pops a wheelie along side the colorful wall, which implies that he is riding a bike near a wall. therefore, the hypothesis is a more general statement that follows from the premise.||entailment",23.308353
