Unnamed: 0,Unnamed: 0,premise,hypothesis,prompt,rationale,split,correct_index,LLM_answer,judge_source,judge_score,candidate_label,gold_label,paper_gold_label,voted_label,voted_label_support,voted_label_margin,label_match,word_count,overlap_score,agreement_count,agreement_ratio,judge_view_rank,source_pack,example_key,row_key,quality_score
0,2,"One black man and one caucasian man are at the front of the pack of otherwise predominantly Asian track runners; all wearing shorts, running shoes and numbered paper race-bibs.",There are asian track runners by the black and caucasian man.,"Premise: One black man and one caucasian man are at the front of the pack of otherwise predominantly Asian track runners; all wearing shorts, running shoes and numbered paper race-bibs., Hypothesis: There are asian track runners by the black and caucasian man.. For the premise 'One black man and one caucasian man are at the front of the pack of otherwise predominantly Asian track runners; all wearing shorts, running shoes and numbered paper race-bibs.' and hypothesis There are asian track runners by the black and caucasian man., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","8. The most likely answer is **entailment**. The premise and the hypothesis are logically consistent. One black man and one caucasian man being at the front of the pack of otherwise predominantly Asian track runners implies that there are Asian track runners by the black and caucasian man. Therefore, the hypothesis is supported by the premise."," is **entailment**. the premise and the hypothesis are logically consistent. one black man and one caucasian man being at the front of the pack of otherwise predominantly asian track runners implies that there are asian track runners by the black and caucasian man. therefore, the hypothesis is supported by the premise.

",{'entailment': 6},entailment,contrastive,23.34,entailment,entailment,neutral,entailment,6.25,6.250000000000001,True,56,0.5625,7,1.0,1,singleview_superclean,"one black man and one caucasian man are at the front of the pack of otherwise predominantly asian track runners; all wearing shorts, running shoes and numbered paper race-bibs.</s>there are asian track runners by the black and caucasian man.","one black man and one caucasian man are at the front of the pack of otherwise predominantly asian track runners; all wearing shorts, running shoes and numbered paper race-bibs.</s>there are asian track runners by the black and caucasian man.||8. the most likely answer is **entailment**. the premise and the hypothesis are logically consistent. one black man and one caucasian man being at the front of the pack of otherwise predominantly asian track runners implies that there are asian track runners by the black and caucasian man. therefore, the hypothesis is supported by the premise.||entailment",26.025000000000002
1,9,A young man looking at the sky through a personal telescope in the evening.,There is a young man using a telescope.,"Premise: A young man looking at the sky through a personal telescope in the evening., Hypothesis: There is a young man using a telescope.. For the premise 'A young man looking at the sky through a personal telescope in the evening.' and hypothesis There is a young man using a telescope., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","4. The most likely answer is **entailment**. The premise and the hypothesis are logically consistent. The young man looking at the sky through a personal telescope in the evening implies that there is a young man using a telescope. Therefore, the hypothesis is supported by the premise."," is **entailment**. the premise and the hypothesis are logically consistent. the young man looking at the sky through a personal telescope in the evening implies that there is a young man using a telescope. therefore, the hypothesis is supported by the premise.

",{'entailment': 6},entailment,contrastive,23.275,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,47,0.5,7,1.0,1,singleview_superclean,a young man looking at the sky through a personal telescope in the evening.</s>there is a young man using a telescope.,"a young man looking at the sky through a personal telescope in the evening.</s>there is a young man using a telescope.||4. the most likely answer is **entailment**. the premise and the hypothesis are logically consistent. the young man looking at the sky through a personal telescope in the evening implies that there is a young man using a telescope. therefore, the hypothesis is supported by the premise.||entailment",25.96
2,16,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",One adult is hurt because of the ride they took.,"Premise: Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride., Hypothesis: One adult is hurt because of the ride they took.. For the premise 'Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.' and hypothesis One adult is hurt because of the ride they took., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","4. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. Therefore, the hypothesis is entailed by the premise."," is **entailment**. this means that the hypothesis is true given the premise. the premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. therefore, the hypothesis is entailed by the premise.

","{'entailment': 6, 'entailed': 278}",entailment,contrastive,23.269737,entailment,entailment,neutral,entailment,6.25,6.250000000000001,True,59,0.552632,7,1.0,1,singleview_superclean,"two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>one adult is hurt because of the ride they took.","two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>one adult is hurt because of the ride they took.||4. the most likely answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that one adult is helping the other to fix an injury to his arm after a brief ride, which implies that one adult is hurt because of the ride they took. therefore, the hypothesis is entailed by the premise.||entailment",25.954737
3,3,A woman with a tennis racket about to swing at a ball.,The woman is playing a sport,,"9. The correct answer is **entailment**. This means that the hypothesis is necessarily true given the premise. The premise states that the woman has a tennis racket and is about to swing at a ball, which implies that she is playing a sport. The hypothesis states the same thing, but in more general terms. Therefore, the hypothesis is entailed by the premise.","9. the correct answer is **entailment**. this means that the hypothesis is necessarily true given the premise. the premise states that the woman has a tennis racket and is about to swing at a ball, which implies that she is playing a sport. the hypothesis states the same thing, but in more general terms. therefore, the hypothesis is entailed by the premise.

","{'entailment': 27, 'entailed': 335}",entailment,causal,23.263,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,62,0.325,7,1.0,1,singleview_superclean,a woman with a tennis racket about to swing at a ball.</s>the woman is playing a sport,"a woman with a tennis racket about to swing at a ball.</s>the woman is playing a sport||9. the correct answer is **entailment**. this means that the hypothesis is necessarily true given the premise. the premise states that the woman has a tennis racket and is about to swing at a ball, which implies that she is playing a sport. the hypothesis states the same thing, but in more general terms. therefore, the hypothesis is entailed by the premise.||entailment",25.948000000000004
4,23,Only the hands and arms of a person painting another person's arm.,A person is painting another individual.,"Premise: Only the hands and arms of a person painting another person's arm., Hypothesis: A person is painting another individual.. For the premise 'Only the hands and arms of a person painting another person's arm.' and hypothesis A person is painting another individual., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","10. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that only the hands and arms of a person painting another person's arm are visible, which implies that a person is painting another individual. Therefore, the hypothesis is a more general statement that follows from the premise."," is **entailment**. this means that the hypothesis is true given the premise. the premise states that only the hands and arms of a person painting another person's arm are visible, which implies that a person is painting another individual. therefore, the hypothesis is a more general statement that follows from the premise.",{'entailment': 6},entailment,contrastive,23.159444,entailment,entailment,neutral,entailment,6.25,6.250000000000001,True,58,0.388889,7,1.0,1,singleview_superclean,only the hands and arms of a person painting another person's arm.</s>a person is painting another individual.,"only the hands and arms of a person painting another person's arm.</s>a person is painting another individual.||10. the most likely answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that only the hands and arms of a person painting another person's arm are visible, which implies that a person is painting another individual. therefore, the hypothesis is a more general statement that follows from the premise.||entailment",25.844444000000003
5,30,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,"Premise: A biker pops a wheelie along side the colorful wall., Hypothesis: A person is riding a bike near a wall.. For the premise 'A biker pops a wheelie along side the colorful wall.' and hypothesis A person is riding a bike near a wall., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","8. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a biker pops a wheelie along side the colorful wall, which implies that he is riding a bike near a wall. Therefore, the hypothesis is a more general statement that follows from the premise."," is **entailment**. this means that the hypothesis is true given the premise. the premise states that a biker pops a wheelie along side the colorful wall, which implies that he is riding a bike near a wall. therefore, the hypothesis is a more general statement that follows from the premise.

",{'entailment': 6},entailment,contrastive,23.152647,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,55,0.382353,7,1.0,1,singleview_superclean,a biker pops a wheelie along side the colorful wall.</s>a person is riding a bike near a wall.,"a biker pops a wheelie along side the colorful wall.</s>a person is riding a bike near a wall.||8. the most likely answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a biker pops a wheelie along side the colorful wall, which implies that he is riding a bike near a wall. therefore, the hypothesis is a more general statement that follows from the premise.||entailment",25.837647000000004
6,37,A man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch.,There are three men in this picture,"Premise: A man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch., Hypothesis: There are three men in this picture. For the premise 'A man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch.' and hypothesis There are three men in this picture, among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","8. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch, which implies that there are three men in this picture. Therefore, the hypothesis is entailed by the premise."," is **entailment**. this means that the hypothesis is true given the premise. the premise states that a man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch, which implies that there are three men in this picture. therefore, the hypothesis is entailed by the premise.

","{'entailment': 6, 'entailed': 310}",entailment,contrastive,23.147,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,64,0.55,7,1.0,1,singleview_superclean,a man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch.</s>there are three men in this picture,"a man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch.</s>there are three men in this picture||8. the most likely answer is **entailment**. this means that the hypothesis is true given the premise. the premise states that a man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch, which implies that there are three men in this picture. therefore, the hypothesis is entailed by the premise.||entailment",25.832
7,10,A person painting a mural on the side of a building while people are standing around watching.,People watch as a person paints the side of a building.,"Premise: A person painting a mural on the side of a building while people are standing around watching., Hypothesis: People watch as a person paints the side of a building.. For the premise 'A person painting a mural on the side of a building while people are standing around watching.' and hypothesis People watch as a person paints the side of a building., what is the correct answer among the options ""entailment"", ""neutral"", ""contradiction""? Explain the cause-and-effect relationship between the question and your chosen answer.
","10. The correct answer is **entailment**. This means that the hypothesis is necessarily true based on the premise. The premise states that a person is painting a mural on the side of a building while people are standing around watching, which implies that people watch as a person paints the side of a building. Therefore, the hypothesis is entailed by the premise.","10. the correct answer is **entailment**. this means that the hypothesis is necessarily true based on the premise. the premise states that a person is painting a mural on the side of a building while people are standing around watching, which implies that people watch as a person paints the side of a building. therefore, the hypothesis is entailed by the premise.","{'entailment': 28, 'entailed': 341}",entailment,causal,23.145,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,62,0.5,7,1.0,1,singleview_superclean,a person painting a mural on the side of a building while people are standing around watching.</s>people watch as a person paints the side of a building.,"a person painting a mural on the side of a building while people are standing around watching.</s>people watch as a person paints the side of a building.||10. the correct answer is **entailment**. this means that the hypothesis is necessarily true based on the premise. the premise states that a person is painting a mural on the side of a building while people are standing around watching, which implies that people watch as a person paints the side of a building. therefore, the hypothesis is entailed by the premise.||entailment",25.830000000000002
8,44,Black dog climbs over fallen logs or boards.,The black dog is climbing over something in its path.,"Premise: Black dog climbs over fallen logs or boards., Hypothesis: The black dog is climbing over something in its path.. For the premise 'Black dog climbs over fallen logs or boards.' and hypothesis The black dog is climbing over something in its path., among the choices ""entailment"", ""neutral"", ""contradiction"", which is the most likely answer? Highlight what sets your choice apart from the others.
","9. The most likely answer is **entailment**. This means that the hypothesis is logically implied by the premise. The premise states that the dog is climbing over fallen logs or boards, which implies that the dog is climbing over something in its path. The hypothesis, therefore, is a more general statement that follows from the premise."," is **entailment**. this means that the hypothesis is logically implied by the premise. the premise states that the dog is climbing over fallen logs or boards, which implies that the dog is climbing over something in its path. the hypothesis, therefore, is a more general statement that follows from the premise.

",{'entailment': 6},entailment,contrastive,23.141286,entailment,entailment,entailment,entailment,6.25,6.250000000000001,True,56,0.371429,7,1.0,1,singleview_superclean,black dog climbs over fallen logs or boards.</s>the black dog is climbing over something in its path.,"black dog climbs over fallen logs or boards.</s>the black dog is climbing over something in its path.||9. the most likely answer is **entailment**. this means that the hypothesis is logically implied by the premise. the premise states that the dog is climbing over fallen logs or boards, which implies that the dog is climbing over something in its path. the hypothesis, therefore, is a more general statement that follows from the premise.||entailment",25.826286000000003
9,4,A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.,A soccer game is happening.,"Premise: A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts., Hypothesis: A soccer game is happening.. What is the correct answer to the premise 'A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.' and hypothesis A soccer game is happening. with the options ""entailment"", ""neutral"", ""contradiction""? Provide a straightforward explanation. 
","3. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise describes a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie. The hypothesis is a more general statement that a soccer game is happening. Therefore, the hypothesis is logically entailed by the premise.","3. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise describes a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie. the hypothesis is a more general statement that a soccer game is happening. therefore, the hypothesis is logically entailed by the premise.

","{'entailment': 27, 'entailed': 343}",entailment,neutral,23.140143,entailment,entailment,,entailment,6.25,6.250000000000001,True,61,0.485714,7,1.0,1,singleview_superclean,a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.</s>a soccer game is happening.,"a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.</s>a soccer game is happening.||3. the correct answer is **entailment**. this means that the hypothesis is true given the premise. the premise describes a soccer game where the team in yellow is attempting to advance past the team in white towards the goalie. the hypothesis is a more general statement that a soccer game is happening. therefore, the hypothesis is logically entailed by the premise.||entailment",25.825143
