premise,hypothesis,prompt,rationale
Where did the monkey chase the weasel?,"['in the clouds', 'banana tree', 'mulberry bush', 'research laboratory', 'sailor suit']","Questions: Where did the monkey chase the weasel?, Choices: (A) in the clouds, (B) banana tree, (C) mulberry bush, (D) research laboratory, (E) sailor suit. Compare the options Where did the monkey chase the weasel?, in the clouds, banana tree, mulberry bush research laboratory and identify the most likely answer to the question 'sailor suit'. Explain why your choice is better than the others.
","1. The most likely answer to the question ""Where did the monkey chase the weasel?"" is **(C) mulberry bush**. This is because the question is based on a nursery rhyme called ""Pop Goes the Weasel"", which has the following lyrics:

All around the mulberry bush
The monkey chased the weasel
The monkey thought 'twas all in fun
Pop! goes the weasel

The other options are not related to the nursery rhyme or the question.

"
Where do fans watch people kick a ball?,"['soccer game', 'hockey game', 'olympics', 'sporting event', 'stadium']","Questions: Where do fans watch people kick a ball?, Choices: (A) soccer game, (B) hockey game, (C) olympics, (D) sporting event, (E) stadium. Compare the options Where do fans watch people kick a ball?, soccer game, hockey game, olympics sporting event and identify the most likely answer to the question 'stadium'. Explain why your choice is better than the others.
","2. The most likely answer to the question ""Where do fans watch people kick a ball?"" is **(E) stadium**. This is because a stadium is a large venue where many sports involving kicking a ball, such as soccer, rugby, or American football, are played and watched by fans. The other options are either too specific (soccer game, hockey game, olympics) or too general (sporting event) to answer the question.

"
Where do farmers keep toothpicks?,"['mouth', 'grocery store', 'constructing models', 'shed', 'box']","Questions: Where do farmers keep toothpicks?, Choices: (A) mouth, (B) grocery store, (C) constructing models, (D) shed, (E) box. Compare the options Where do farmers keep toothpicks?, mouth, grocery store, constructing models shed and identify the most likely answer to the question 'box'. Explain why your choice is better than the others.
","3. The most likely answer to the question ""Where do farmers keep toothpicks?"" is **(E) box**. This is because a box is a common and convenient way to store small items like toothpicks, which farmers may use for various purposes, such as cleaning their teeth, picking seeds, or making crafts. The other options are either unlikely (mouth, grocery store, fridge) or unsuitable (constructing models, shed) to answer the question.

"
Where do kids throw a ball around?,"['street', 'playground', 'loud', 'gymnasium', 'bowling alley']","Questions: Where do kids throw a ball around?, Choices: (A) street, (B) playground, (C) loud, (D) gymnasium, (E) bowling alley. Compare the options Where do kids throw a ball around?, street, playground, loud gymnasium and identify the most likely answer to the question 'bowling alley'. Explain why your choice is better than the others.
","4. The most likely answer to the question ""Where do kids throw a ball around?"" is **(B) playground**. This is because a playground is a place where kids can play and have fun with various activities, including throwing a ball around. The other options are either unsafe (street), irrelevant (loud), or less common (gymnasium, bowling alley) to answer the question.

"
Where do lizards like to sun themselves?,"['garden', 'jazz club', 'tropical rainforest', 'rocky places', 'tanning bed']","Questions: Where do lizards like to sun themselves?, Choices: (A) garden, (B) jazz club, (C) tropical rainforest, (D) rocky places, (E) tanning bed. Compare the options Where do lizards like to sun themselves?, garden, jazz club, tropical rainforest rocky places and identify the most likely answer to the question 'tanning bed'. Explain why your choice is better than the others.
","5. The most likely answer to the question ""Where do lizards like to sun themselves?"" is **(D) rocky places**. This is because lizards are cold-blooded animals that need to regulate their body temperature by basking in the sun, and rocky places provide them with warm and stable surfaces to do so. The other options are either inappropriate (garden, jazz club, tanning bed) or too broad (tropical rainforest) to answer the question.

"
Where do many vacuums store dirt?,"['closet', 'container', 'fridge', 'space', 'clean carpet']","Questions: Where do many vacuums store dirt?, Choices: (A) closet, (B) container, (C) fridge, (D) space, (E) clean carpet. Compare the options Where do many vacuums store dirt?, closet, container, fridge space and identify the most likely answer to the question 'clean carpet'. Explain why your choice is better than the others.
","6. The most likely answer to the question ""Where do many vacuums store dirt?"" is **(B) container**. This is because many vacuums have a container or a bag that collects the dirt and dust that they suck up from the floor or other surfaces. The other options are either incorrect (closet, fridge, space, clean carpet) or incomplete (container) to answer the question.

"
Where do monkeys hang out?,"['south africa', 'tree tops', 'zoos', 'great outdoors', 'tropical areas']","Questions: Where do monkeys hang out?, Choices: (A) south africa, (B) tree tops, (C) zoos, (D) great outdoors, (E) tropical areas. Compare the options Where do monkeys hang out?, south africa, tree tops, zoos great outdoors and identify the most likely answer to the question 'tropical areas'. Explain why your choice is better than the others.
","7. The most likely answer to the question ""Where do monkeys hang out?"" is **(E) tropical areas**. This is because monkeys are primates that live in various habitats, but mostly in tropical and subtropical regions of the world, where they can find food, shelter, and social groups. The other options are either too specific (south africa, tree tops, zoos) or too vague (great outdoors) to answer the question.

"
Where do most birds put eggs?,"['nest', 'forest', 'cage', 'store', 'sky']","Questions: Where do most birds put eggs?, Choices: (A) nest, (B) forest, (C) cage, (D) store, (E) sky. Compare the options Where do most birds put eggs?, nest, forest, cage store and identify the most likely answer to the question 'sky'. Explain why your choice is better than the others.
","8. The most likely answer to the question ""Where do most birds put eggs?"" is **(A) nest**. This is because a nest is a structure that birds build or use to lay and incubate their eggs, and protect their young from predators and weather. The other options are either inaccurate (forest, cage, store, sky) or insufficient (nest) to answer the question.

"
Where do nurses work with older people?,"['park', 'clinic', ""doctor's office"", 'nursing home', 'hospital']","Questions: Where do nurses work with older people?, Choices: (A) park, (B) clinic, (C) doctor's office, (D) nursing home, (E) hospital. Compare the options Where do nurses work with older people?, park, clinic, doctor's office nursing home and identify the most likely answer to the question 'hospital'. Explain why your choice is better than the others.
","9. The most likely answer to the question ""Where do nurses work with older people?"" is **(E) hospital**. This is because a hospital is a health care facility where nurses provide medical care and assistance to patients of all ages, including older people who may have chronic or acute conditions. The other options are either less common (park, clinic, doctor's office) or more specific (nursing home) to answer the question.

"
Where do nurses work with one doctor?,"['resuscitate', ""doctor's office"", 'hospital', 'reception', 'nursing home']","Questions: Where do nurses work with one doctor?, Choices: (A) resuscitate, (B) doctor's office, (C) hospital, (D) reception, (E) nursing home. Compare the options Where do nurses work with one doctor?, resuscitate, doctor's office, hospital reception and identify the most likely answer to the question 'nursing home'. Explain why your choice is better than the others.
","10. The most likely answer to the question ""Where do nurses work with one doctor?"" is **(B) doctor's office**. This is because a doctor's office is a place where a doctor and one or more nurses work together to provide primary care and preventive services to patients. The other options are either irrelevant (resuscitate), more complex (hospital), or less likely (reception, nursing home) to answer the question."
