premise,hypothesis,prompt,rationale
Where can you get a bugle to take home with you?,"[""farmer's wife"", 'music store', 'military base', 'military band', 'american army']","Questions: Where can you get a bugle to take home with you?, Choices: (A) farmer's wife, (B) music store, (C) military base, (D) military band, (E) american army. Compare the options Where can you get a bugle to take home with you?, farmer's wife, music store, military base military band and identify the most likely answer to the question 'american army'. Explain why your choice is better than the others.
","1. The most likely answer to the question 'Where can you get a bugle to take home with you?' is **(B) music store**. A bugle is a musical instrument that is used to play melodies or signals. A music store is a place that sells musical instruments and accessories. A farmer's wife, a military base, a military band, and an american army are not likely places to get a bugle to take home with you, because they either do not sell bugles or they have other purposes for them.

"
Where can you get a yoyo?,"['toy shop', ""brother's room"", 'own home', 'game store', 'toy store']","Questions: Where can you get a yoyo?, Choices: (A) toy shop, (B) brother's room, (C) own home, (D) game store, (E) toy store. Compare the options Where can you get a yoyo?, toy shop, brother's room, own home game store and identify the most likely answer to the question 'toy store'. Explain why your choice is better than the others.
","2. The most likely answer to the question 'Where can you get a yoyo?' is **(E) toy store**. A yoyo is a toy that consists of two disks connected by an axle, with a string looped around it. A toy store is a place that sells toys and games for children and adults. A toy shop, a brother's room, an own home, and a game store are not likely places to get a yoyo, because they either do not have a variety of yoyos or they are not accessible to everyone.

"
Where can you get chicken without leaving your car?,"['eaten', 'bbq', 'fast food restaurant', 'plate', 'pizza']","Questions: Where can you get chicken without leaving your car?, Choices: (A) eaten, (B) bbq, (C) fast food restaurant, (D) plate, (E) pizza. Compare the options Where can you get chicken without leaving your car?, eaten, bbq, fast food restaurant plate and identify the most likely answer to the question 'pizza'. Explain why your choice is better than the others.
","3. The most likely answer to the question 'Where can you get chicken without leaving your car?' is **(C) fast food restaurant**. A fast food restaurant is a place that serves food that is prepared and served quickly, often through a drive-through window. A fast food restaurant may offer chicken as one of its menu items. Eaten, bbq, plate, and pizza are not likely places to get chicken without leaving your car, because they either are not places at all or they do not have a drive-through option.

"
Where can you get gasoline?,"['power mower', 'boat', 'refineries', 'gas station', 'oil rig']","Questions: Where can you get gasoline?, Choices: (A) power mower, (B) boat, (C) refineries, (D) gas station, (E) oil rig. Compare the options Where can you get gasoline?, power mower, boat, refineries gas station and identify the most likely answer to the question 'oil rig'. Explain why your choice is better than the others.
","4. The most likely answer to the question 'Where can you get gasoline?' is **(D) gas station**. A gas station is a place that sells gasoline and other fuels for vehicles. A gas station may also have a convenience store, a car wash, or a mechanic. A power mower, a boat, a refineries, and an oil rig are not likely places to get gasoline, because they either use gasoline or produce gasoline, but do not sell it to the public.

"
Where can you get in shape and drink at a juice bar?,"['fridge', 'limejuice', 'square', 'gym', 'refrigerator']","Questions: Where can you get in shape and drink at a juice bar?, Choices: (A) fridge, (B) limejuice, (C) square, (D) gym, (E) refrigerator. Compare the options Where can you get in shape and drink at a juice bar?, fridge, limejuice, square gym and identify the most likely answer to the question 'refrigerator'. Explain why your choice is better than the others.
","5. The most likely answer to the question 'Where can you get in shape and drink at a juice bar?' is **(D) gym**. A gym is a place that has equipment and facilities for physical exercise and fitness. A gym may also have a juice bar, which is a place that sells fresh juices and smoothies. A fridge, a limejuice, a square, and a refrigerator are not likely places to get in shape and drink at a juice bar, because they either do not have anything to do with exercise or juice, or they are not places at all.

"
Where can you go to thousands of bus station?,"['busy city', 'maps', 'portland', 'city centre', 'street']","Questions: Where can you go to thousands of bus station?, Choices: (A) busy city, (B) maps, (C) portland, (D) city centre, (E) street. Compare the options Where can you go to thousands of bus station?, busy city, maps, portland city centre and identify the most likely answer to the question 'street'. Explain why your choice is better than the others.
","6. The most likely answer to the question 'Where can you go to thousands of bus station?' is **(A) busy city**. A busy city is a large and densely populated urban area that has many public transportation options, including buses. A busy city may have thousands of bus stations, which are places where buses stop to pick up and drop off passengers. Maps, portland, city centre, and street are not likely places to go to thousands of bus station, because they either do not have that many bus stations or they are not places that you can go to.

"
Where can you have a television to watch when you're retiring at the end of the day?,"['museum', 'cabinet', 'bedroom', 'bar', 'apartment']","Questions: Where can you have a television to watch when you're retiring at the end of the day?, Choices: (A) museum, (B) cabinet, (C) bedroom, (D) bar, (E) apartment. Compare the options Where can you have a television to watch when you're retiring at the end of the day?, museum, cabinet, bedroom bar and identify the most likely answer to the question 'apartment'. Explain why your choice is better than the others.
","7. The most likely answer to the question 'Where can you have a television to watch when you're retiring at the end of the day?' is **(E) apartment**. An apartment is a self-contained housing unit that occupies part of a building. An apartment may have a television, which is a device that receives and displays moving images and sound. A museum, a cabinet, a bedroom, and a bar are not likely places to have a television to watch when you're retiring at the end of the day, because they either do not have televisions or they are not suitable for resting.

"
Where can you keep a candle in case of emergency?,"['dimly lit room', 'kitchen', 'table', 'birthday cake', 'basement']","Questions: Where can you keep a candle in case of emergency?, Choices: (A) dimly lit room, (B) kitchen, (C) table, (D) birthday cake, (E) basement. Compare the options Where can you keep a candle in case of emergency?, dimly lit room, kitchen, table birthday cake and identify the most likely answer to the question 'basement'. Explain why your choice is better than the others.
","8. The most likely answer to the question 'Where can you keep a candle in case of emergency?' is **(E) basement**. A basement is a part of a building that is partly or entirely below the ground level. A basement may be a good place to keep a candle, which is a source of light and heat that is made of wax and a wick. A dimly lit room, a kitchen, a table, and a birthday cake are not likely places to keep a candle in case of emergency, because they either are not safe or they are not places to store things.

"
Where can you take home a hermit crab?,"['pet shop', 'fishmongers', 'intertidal zone', 'tidepools', 'ocean']","Questions: Where can you take home a hermit crab?, Choices: (A) pet shop, (B) fishmongers, (C) intertidal zone, (D) tidepools, (E) ocean. Compare the options Where can you take home a hermit crab?, pet shop, fishmongers, intertidal zone tidepools and identify the most likely answer to the question 'ocean'. Explain why your choice is better than the others.
","9. The most likely answer to the question 'Where can you take home a hermit crab?' is **(A) pet shop**. A pet shop is a place that sells animals and supplies for keeping them as pets. A pet shop may have hermit crabs, which are crustaceans that live in shells and can be kept as pets. A fishmongers, an intertidal zone, a tidepools, and an ocean are not likely places to take home a hermit crab, because they either do not sell hermit crabs or they are their natural habitats.

"
Where can you take your automobile to go as fast as you can?,"['garage', 'parkling lot', 'freeway', 'racetrack', 'side of road']","Questions: Where can you take your automobile to go as fast as you can?, Choices: (A) garage, (B) parkling lot, (C) freeway, (D) racetrack, (E) side of road. Compare the options Where can you take your automobile to go as fast as you can?, garage, parkling lot, freeway racetrack and identify the most likely answer to the question 'side of road'. Explain why your choice is better than the others.
","10. The most likely answer to the question 'Where can you take your automobile to go as fast as you can?' is **(D) racetrack**. A racetrack is a place that has a circuit or course for racing vehicles. A racetrack may allow you to take your automobile and go as fast as you can, as long as you follow the rules and regulations. A garage, a parkling lot, a freeway, and a side of road are not likely places to take your automobile to go as fast as you can, because they either are not meant for racing or they are not safe or legal."
Where can you take your kids to buy things for them to play with?,"['disneyland', 'jungle', 'swimming pool', 'toy store', 'home']","Questions: Where can you take your kids to buy things for them to play with?, Choices: (A) disneyland, (B) jungle, (C) swimming pool, (D) toy store, (E) home. Compare the options Where can you take your kids to buy things for them to play with?, disneyland, jungle, swimming pool toy store and identify the most likely answer to the question 'home'. Explain why your choice is better than the others.
","1. The most likely answer to the question ""Where can you take your kids to buy things for them to play with?"" is **(D) toy store**. This is because a toy store is a place that sells toys, which are items that children can play with. The other options are not places where you can buy things for your kids to play with, but rather places where you can take your kids to have fun or enjoy nature. Disneyland is an amusement park, jungle is a natural habitat, swimming pool is a place to swim, and home is where you live.

"
Where can you visit hundreds of dentist?,"['las vegas', 'dental office', 'phone book', 'garden', 'town']","Questions: Where can you visit hundreds of dentist?, Choices: (A) las vegas, (B) dental office, (C) phone book, (D) garden, (E) town. Compare the options Where can you visit hundreds of dentist?, las vegas, dental office, phone book garden and identify the most likely answer to the question 'town'. Explain why your choice is better than the others.
","2. The most likely answer to the question ""Where can you visit hundreds of dentist?"" is **(C) phone book**. This is because a phone book is a directory that lists the names, addresses, and phone numbers of various people and businesses, including dentists. You can visit hundreds of dentists by looking up their contact information in the phone book and calling them or making appointments. The other options are not places where you can visit hundreds of dentists, but rather places where you can find a few dentists or none at all. Las Vegas is a city, dental office is a place where one or a few dentists work, garden is a place where plants grow, and town is a smaller urban area.

"
Where can you watch a performance like a symphony?,"['movie', 'theatre', 'gymnasium', 'circus', 'concert hall']","Questions: Where can you watch a performance like a symphony?, Choices: (A) movie, (B) theatre, (C) gymnasium, (D) circus, (E) concert hall. Compare the options Where can you watch a performance like a symphony?, movie, theatre, gymnasium circus and identify the most likely answer to the question 'concert hall'. Explain why your choice is better than the others.
","3. The most likely answer to the question ""Where can you watch a performance like a symphony?"" is **(E) concert hall**. This is because a concert hall is a venue that is designed for musical performances, especially classical music such as symphonies. A symphony is a large-scale musical composition that is usually performed by an orchestra. The other options are not places where you can watch a performance like a symphony, but rather places where you can watch different types of performances or entertainment. Movie is a recorded film, theatre is a place where plays or musicals are staged, gymnasium is a place where sports or physical activities are done, and circus is a show that features acrobats, clowns, and animals.

"
Where could I buy some chocolate?,"['restaurant', 'hotel', 'mouth', 'box', 'supermarket']","Questions: Where could I buy some chocolate?, Choices: (A) restaurant, (B) hotel, (C) mouth, (D) box, (E) supermarket. Compare the options Where could I buy some chocolate?, restaurant, hotel, mouth box and identify the most likely answer to the question 'supermarket'. Explain why your choice is better than the others.
","4. The most likely answer to the question ""Where could I buy some chocolate?"" is **(E) supermarket**. This is because a supermarket is a large store that sells a variety of food and household items, including chocolate. Chocolate is a sweet treat that is made from cacao beans and sugar. The other options are not places where you could buy some chocolate, but rather places where you could eat some chocolate or find other things. Restaurant is a place where you can order and eat food, hotel is a place where you can stay overnight, mouth is a part of your body where you can put food, and box is a container that can hold things.

"
Where could I find a paper clip?,"['file cabinet', 'file folder', 'hospital', 'cabinet', 'desk drawer']","Questions: Where could I find a paper clip?, Choices: (A) file cabinet, (B) file folder, (C) hospital, (D) cabinet, (E) desk drawer. Compare the options Where could I find a paper clip?, file cabinet, file folder, hospital cabinet and identify the most likely answer to the question 'desk drawer'. Explain why your choice is better than the others.
","5. The most likely answer to the question ""Where could I find a paper clip?"" is **(E) desk drawer**. This is because a desk drawer is a part of a desk that can be opened and closed, and it is often used to store office supplies, such as paper clips. A paper clip is a small metal device that is used to hold sheets of paper together. The other options are not places where you could find a paper clip, but rather places where you could find other things or nothing at all. File cabinet is a piece of furniture that holds files, file folder is a folder that holds papers, hospital is a place where people get medical treatment, and cabinet is a piece of furniture that holds dishes or other items.

"
Where could I go to a steakhouse with an ocean view?,"['mexico', 'utah', 'new york', 'nebraska', 'paris france']","Questions: Where could I go to a steakhouse with an ocean view?, Choices: (A) mexico, (B) utah, (C) new york, (D) nebraska, (E) paris france. Compare the options Where could I go to a steakhouse with an ocean view?, mexico, utah, new york nebraska and identify the most likely answer to the question 'paris france'. Explain why your choice is better than the others.
","6. The most likely answer to the question ""Where could I go to a steakhouse with an ocean view?"" is **(A) Mexico**. This is because Mexico is a country that has a long coastline along the Pacific Ocean and the Gulf of Mexico, and it also has many steakhouses that serve grilled meat. A steakhouse is a restaurant that specializes in serving steaks, which are cuts of beef. The other options are not places where you could go to a steakhouse with an ocean view, but rather places that are landlocked or have no steakhouses. Utah is a state in the United States that has no coast, New York is a state in the United States that has a coast but no ocean view, Nebraska is a state in the United States that has no coast, and Paris France is a city in France that has no coast.

"
Where could a bald eagle see for mile around?,"['colorado', 'eyrie', 'treetop', 'wilderness area', 'mountainous terrain']","Questions: Where could a bald eagle see for mile around?, Choices: (A) colorado, (B) eyrie, (C) treetop, (D) wilderness area, (E) mountainous terrain. Compare the options Where could a bald eagle see for mile around?, colorado, eyrie, treetop wilderness area and identify the most likely answer to the question 'mountainous terrain'. Explain why your choice is better than the others.
","7. The most likely answer to the question ""Where could a bald eagle see for mile around?"" is **(E) mountainous terrain**. This is because mountainous terrain is a type of landform that has high elevations and steep slopes, and it offers a wide and clear view of the surroundings. A bald eagle is a large bird of prey that has a white head and a brown body, and it has a keen eyesight that allows it to spot prey from afar. The other options are not places where a bald eagle could see for mile around, but rather places where a bald eagle could live or find food. Colorado is a state in the United States that has some mountains but also some plains, eyrie is a nest of a bird of prey, treetop is the top of a tree, and wilderness area is a natural area that is protected from human development.

"
