premise,hypothesis,prompt,rationale
What bad habit do adults have that can cause lung cancer?,"['count', 'smoke cigarettes', 'drive vehicle', 'drink beer', 'dress themselves']","Questions: What bad habit do adults have that can cause lung cancer?, Choices: (A) count, (B) smoke cigarettes, (C) drive vehicle, (D) drink beer, (E) dress themselves. For the question 'What bad habit do adults have that can cause lung cancer?', among the choices count, smoke cigarettes, drive vehicle, drink beer dress themselves, which is the most likely answer? Highlight what sets your choice apart from the others.
","1. The most likely answer is **(B) smoke cigarettes**. Smoking cigarettes is a bad habit that can cause lung cancer, as well as other diseases. Smoking cigarettes exposes the lungs to harmful chemicals and toxins that damage the cells and DNA. None of the other choices are directly linked to lung cancer.

"
What can a horse winning many races hope to achieve?,"['painting', 'triple crown', 'apples', 'race track', 'kentucky derby']","Questions: What can a horse winning many races hope to achieve?, Choices: (A) painting, (B) triple crown, (C) apples, (D) race track, (E) kentucky derby. For the question 'What can a horse winning many races hope to achieve?', among the choices painting, triple crown, apples, race track kentucky derby, which is the most likely answer? Highlight what sets your choice apart from the others.
","2. The most likely answer is **(B) triple crown**. The Triple Crown is a term used to describe the achievement of winning three major horse races in a single year: the Kentucky Derby, the Preakness Stakes, and the Belmont Stakes. It is considered the highest honor in horse racing and very rare to accomplish. None of the other choices are specific goals for a horse winning many races.

"
What can a lawyer do to be sure spectators anticipate future actions in the correct frame of reference?,"['present an arguement', 'state case', 'produce evidence', 'charge fee for service', 'come early']","Questions: What can a lawyer do to be sure spectators anticipate future actions in the correct frame of reference?, Choices: (A) present an arguement, (B) state case, (C) produce evidence, (D) charge fee for service, (E) come early. For the question 'What can a lawyer do to be sure spectators anticipate future actions in the correct frame of reference?', among the choices present an arguement, state case, produce evidence, charge fee for service come early, which is the most likely answer? Highlight what sets your choice apart from the others.
","3. The most likely answer is **(C) produce evidence**. Producing evidence is a way for a lawyer to support their argument and persuade the jury and the judge of their case. Producing evidence can help the spectators anticipate future actions in the correct frame of reference, such as the verdict or the sentence. None of the other choices are directly related to the lawyer's role in the courtroom.

"
What can light do when it passes through the air?,"['beam', 'polarised', 'carry information', 'age paper', 'illuminate']","Questions: What can light do when it passes through the air?, Choices: (A) beam, (B) polarised, (C) carry information, (D) age paper, (E) illuminate. For the question 'What can light do when it passes through the air?', among the choices beam, polarised, carry information, age paper illuminate, which is the most likely answer? Highlight what sets your choice apart from the others.
","4. The most likely answer is **(C) carry information**. Light can carry information when it passes through the air, such as in fiber optic cables, radio waves, or lasers. Light can also be modulated or encoded to transmit data, such as in optical communication or barcode scanners. None of the other choices are exclusive to light passing through the air.

"
What can long kissing lead to?,"['feeling good', 'pleasure', 'being happy', 'bad breath', 'sexual excitement']","Questions: What can long kissing lead to?, Choices: (A) feeling good, (B) pleasure, (C) being happy, (D) bad breath, (E) sexual excitement. For the question 'What can long kissing lead to?', among the choices feeling good, pleasure, being happy, bad breath sexual excitement, which is the most likely answer? Highlight what sets your choice apart from the others.
","5. The most likely answer is **(E) sexual excitement**. Long kissing can lead to sexual excitement, as it stimulates the nerve endings and releases hormones that increase arousal and desire. Long kissing can also enhance intimacy and emotional connection between partners. None of the other choices are specific to long kissing.

"
What can occur in fencing if you are not careful?,"['competition', 'severe injuries', 'fever', 'perspiration', 'small cuts']","Questions: What can occur in fencing if you are not careful?, Choices: (A) competition, (B) severe injuries, (C) fever, (D) perspiration, (E) small cuts. For the question 'What can occur in fencing if you are not careful?', among the choices competition, severe injuries, fever, perspiration small cuts, which is the most likely answer? Highlight what sets your choice apart from the others.
","6. The most likely answer is **(B) severe injuries**. Fencing is a sport that involves using swords to attack and defend against an opponent. If one is not careful, fencing can result in severe injuries, such as puncture wounds, bruises, cuts, or fractures. Fencing requires proper equipment, training, and supervision to avoid serious harm. None of the other choices are unique to fencing.

"
What can occur in fencing when it is really hot?,"['puncture wound', 'drinking', 'perspiration', 'severe injuries', 'competition']","Questions: What can occur in fencing when it is really hot?, Choices: (A) puncture wound, (B) drinking, (C) perspiration, (D) severe injuries, (E) competition. For the question 'What can occur in fencing when it is really hot?', among the choices puncture wound, drinking, perspiration, severe injuries competition, which is the most likely answer? Highlight what sets your choice apart from the others.
","7. The most likely answer is **(C) perspiration**. Perspiration is the process of sweating to regulate body temperature and cool down. When it is really hot, fencing can cause perspiration, as it is a physical activity that increases the metabolic rate and heat production. Perspiration can also affect the grip and performance of the fencer. None of the other choices are inevitable in fencing when it is really hot.

"
What can one do better after learning about a subject?,"['form opinions', 'change', 'headache', 'advance', 'start reproduction']","Questions: What can one do better after learning about a subject?, Choices: (A) form opinions, (B) change, (C) headache, (D) advance, (E) start reproduction. For the question 'What can one do better after learning about a subject?', among the choices form opinions, change, headache, advance start reproduction, which is the most likely answer? Highlight what sets your choice apart from the others.
","8. The most likely answer is **(A) form opinions**. Forming opinions is something that one can do better after learning about a subject, as it involves analyzing, evaluating, and synthesizing information. Forming opinions can help one develop critical thinking and communication skills. None of the other choices are directly related to learning about a subject.

"
What carries blood toward the heart?,"['pumps', 'vein', 'hospital', 'person', 'soccer game']","Questions: What carries blood toward the heart?, Choices: (A) pumps, (B) vein, (C) hospital, (D) person, (E) soccer game. For the question 'What carries blood toward the heart?', among the choices pumps, vein, hospital, person soccer game, which is the most likely answer? Highlight what sets your choice apart from the others.
","9. The most likely answer is **(B) vein**. A vein is a type of blood vessel that carries blood toward the heart. Veins have valves that prevent the blood from flowing backward and help maintain the blood pressure. Veins are different from arteries, which carry blood away from the heart. None of the other choices are involved in carrying blood toward the heart.

"
What castle is built upon Castle Rock in Scotland?,"['edinburgh', 'london', 'capturing pawn', 'germany', 'europe']","Questions: What castle is built upon Castle Rock in Scotland?, Choices: (A) edinburgh, (B) london, (C) capturing pawn, (D) germany, (E) europe. For the question 'What castle is built upon Castle Rock in Scotland?', among the choices edinburgh, london, capturing pawn, germany europe, which is the most likely answer? Highlight what sets your choice apart from the others.
","10. The most likely answer is **(A) edinburgh**. Edinburgh Castle is a historic fortress that is built upon Castle Rock, a volcanic plug, in Scotland. Edinburgh Castle is one of the oldest and most famous landmarks in Scotland and has been the site of many battles, sieges, and royal events. None of the other choices are castles built upon Castle Rock in Scotland."
