premise,hypothesis,prompt,rationale
John didn't like celebrating with his friends.  He was awkward because he had a problem. What sort of problem did he have?,"['drinking', 'enjoyment', 'advantage', 'intimacy', 'happiness']","Questions: John didn't like celebrating with his friends.  He was awkward because he had a problem. What sort of problem did he have?, Choices: (A) drinking, (B) enjoyment, (C) advantage, (D) intimacy, (E) happiness. For the question 'John didn't like celebrating with his friends.  He was awkward because he had a problem. What sort of problem did he have?', among the choices drinking, enjoyment, advantage, intimacy happiness, which is the most likely answer? Highlight what sets your choice apart from the others.
","1. The most likely answer is (A) drinking. John had a problem with drinking, which made him feel awkward when celebrating with his friends. The other choices are not problems, but rather feelings or situations that John might experience.

"
John didn't like committing perjury.  It made him feel what emotion?,"['penalty', 'arrest', 'shame', 'tension', 'go to jail']","Questions: John didn't like committing perjury.  It made him feel what emotion?, Choices: (A) penalty, (B) arrest, (C) shame, (D) tension, (E) go to jail. For the question 'John didn't like committing perjury.  It made him feel what emotion?', among the choices penalty, arrest, shame, tension go to jail, which is the most likely answer? Highlight what sets your choice apart from the others.
","2. The most likely answer is (C) shame. John felt shame for committing perjury, which is lying under oath. The other choices are not emotions, but rather consequences or outcomes that John might face for his action.

"
John didn't like eating the hamburger.  It made him feel what?,"['enjoy', 'satisfaction', 'sad', 'death', 'nausea']","Questions: John didn't like eating the hamburger.  It made him feel what?, Choices: (A) enjoy, (B) satisfaction, (C) sad, (D) death, (E) nausea. For the question 'John didn't like eating the hamburger.  It made him feel what?', among the choices enjoy, satisfaction, sad, death nausea, which is the most likely answer? Highlight what sets your choice apart from the others.
","3. The most likely answer is (E) nausea. John felt nausea after eating the hamburger, which means he felt sick or queasy. The other choices are not feelings that John would have if he didn't like the hamburger, but rather feelings that he might have if he liked it.

"
John didn't like getting in line.  He  had been working for a long time and was suffering from what?,"['agitation', 'fatigue', 'common sense', 'have to wait for', 'rain']","Questions: John didn't like getting in line.  He  had been working for a long time and was suffering from what?, Choices: (A) agitation, (B) fatigue, (C) common sense, (D) have to wait for, (E) rain. For the question 'John didn't like getting in line.  He  had been working for a long time and was suffering from what?', among the choices agitation, fatigue, common sense, have to wait for rain, which is the most likely answer? Highlight what sets your choice apart from the others.
","4. The most likely answer is (B) fatigue. John was suffering from fatigue, which means he was tired or exhausted. He didn't like getting in line because he had been working for a long time. The other choices are not conditions that John would suffer from, but rather factors or reasons that might affect his mood or behavior.

"
John didn't think he and Steve should be competing against each other.  It wasn't good for their relationship.  The losers always felt jealousy and what?,"['winning or losing', 'envy', 'resentment', 'injury', 'pride']","Questions: John didn't think he and Steve should be competing against each other.  It wasn't good for their relationship.  The losers always felt jealousy and what?, Choices: (A) winning or losing, (B) envy, (C) resentment, (D) injury, (E) pride. For the question 'John didn't think he and Steve should be competing against each other.  It wasn't good for their relationship.  The losers always felt jealousy and what?', among the choices winning or losing, envy, resentment, injury pride, which is the most likely answer? Highlight what sets your choice apart from the others.
","5. The most likely answer is (C) resentment. John and Steve felt jealousy and resentment when they competed against each other. Resentment means bitterness or anger towards someone for being treated unfairly or having an advantage. The other choices are not feelings that the losers would have, but rather aspects or results of the competition.

"
John fell down the well.  he couldn't believe what he found down there. It was like something out of what?,"['fairytale', 'farm yard', 'farm country', 'michigan', 'horror movie']","Questions: John fell down the well.  he couldn't believe what he found down there. It was like something out of what?, Choices: (A) fairytale, (B) farm yard, (C) farm country, (D) michigan, (E) horror movie. For the question 'John fell down the well.  he couldn't believe what he found down there. It was like something out of what?', among the choices fairytale, farm yard, farm country, michigan horror movie, which is the most likely answer? Highlight what sets your choice apart from the others.
","6. The most likely answer is (A) fairytale. John found something out of a fairytale when he fell down the well. A fairytale is a story with magical or fantastical elements, such as talking animals, witches, or princes. The other choices are not genres or categories of stories that John would find down the well, but rather places or settings that might be related to the well.

"
John finds that understanding the people around him better leads to deeper what?,"['increased knowledge', 'compassion', 'satisfaction', 'friendships', 'side']","Questions: John finds that understanding the people around him better leads to deeper what?, Choices: (A) increased knowledge, (B) compassion, (C) satisfaction, (D) friendships, (E) side. For the question 'John finds that understanding the people around him better leads to deeper what?', among the choices increased knowledge, compassion, satisfaction, friendships side, which is the most likely answer? Highlight what sets your choice apart from the others.
","7. The most likely answer is (D) friendships. John found that understanding the people around him better led to deeper friendships. Friendships are relationships based on mutual affection, trust, and support. The other choices are not things that John would achieve by understanding others better, but rather benefits or aspects of understanding others better.

"
John had a gun but he set it aside.  It wasn't helpful.  He needed to build a fire.  Why did he need a fire?,"['murder', 'warm hands', 'harm', 'warm up', 'park']","Questions: John had a gun but he set it aside.  It wasn't helpful.  He needed to build a fire.  Why did he need a fire?, Choices: (A) murder, (B) warm hands, (C) harm, (D) warm up, (E) park. For the question 'John had a gun but he set it aside.  It wasn't helpful.  He needed to build a fire.  Why did he need a fire?', among the choices murder, warm hands, harm, warm up park, which is the most likely answer? Highlight what sets your choice apart from the others.
","8. The most likely answer is (D) warm up. John needed to build a fire to warm up. Warm up means to increase the temperature or comfort of oneself or something else. The other choices are not reasons why John would need a fire, but rather actions or situations that John might avoid or encounter by having a fire.

"
John had his appointment book with him when he got a medical checkup but he lost it somewhere. Where is the first place that he'd look for it?,"['handbag', 'office supply store', 'wallet', 'pocket', ""doctor's office""]","Questions: John had his appointment book with him when he got a medical checkup but he lost it somewhere. Where is the first place that he'd look for it?, Choices: (A) handbag, (B) office supply store, (C) wallet, (D) pocket, (E) doctor's office. For the question 'John had his appointment book with him when he got a medical checkup but he lost it somewhere. Where is the first place that he'd look for it?', among the choices handbag, office supply store, wallet, pocket doctor's office, which is the most likely answer? Highlight what sets your choice apart from the others.
","9. The most likely answer is (E) doctor's office. John would look for his appointment book in the doctor's office first, since that is where he had his medical checkup and where he might have left it. The other choices are not places where John would likely find his appointment book, but rather places where John might keep or buy his appointment book.

"
John hated lying.  It made him do something.  What did lying make him do?,"['avoid eye contact', 'feel guilty', 'blush', 'turn purple', 'fall asleep']","Questions: John hated lying.  It made him do something.  What did lying make him do?, Choices: (A) avoid eye contact, (B) feel guilty, (C) blush, (D) turn purple, (E) fall asleep. For the question 'John hated lying.  It made him do something.  What did lying make him do?', among the choices avoid eye contact, feel guilty, blush, turn purple fall asleep, which is the most likely answer? Highlight what sets your choice apart from the others.
","10. The most likely answer is (B) feel guilty. John hated lying because it made him feel guilty. Guilty means having a sense of wrongdoing or remorse. The other choices are not things that lying would make John do, but rather physical or behavioral signs or effects of lying."
John he dreaming that he's falling.  What could happen when he hits the ground in his dream?,"['sleepwalking', 'die a terrible death', 'confusion', 'fear', 'might awaken']","Questions: John he dreaming that he's falling.  What could happen when he hits the ground in his dream?, Choices: (A) sleepwalking, (B) die a terrible death, (C) confusion, (D) fear, (E) might awaken. For the question 'John he dreaming that he's falling.  What could happen when he hits the ground in his dream?', among the choices sleepwalking, die a terrible death, confusion, fear might awaken, which is the most likely answer? Highlight what sets your choice apart from the others.
","1. The most likely answer is (E) might awaken. It is very common for people to wake up suddenly when they dream of falling and hitting the ground. This is because the brain interprets the sensation of falling as a threat and triggers a wake-up response. The other choices are less likely because sleepwalking, dying, confusion, and fear are not directly related to the impact of hitting the ground in a dream.

"
John is a human who is in a wheelchair due to an accident.  Where would he go to get to the third floor of his apartment building?,"['space shuttle', 'detroit', 'stairs', 'downtown', 'elevator']","Questions: John is a human who is in a wheelchair due to an accident.  Where would he go to get to the third floor of his apartment building?, Choices: (A) space shuttle, (B) detroit, (C) stairs, (D) downtown, (E) elevator. For the question 'John is a human who is in a wheelchair due to an accident.  Where would he go to get to the third floor of his apartment building?', among the choices space shuttle, detroit, stairs, downtown elevator, which is the most likely answer? Highlight what sets your choice apart from the others.
","2. The most likely answer is (E) elevator. An elevator is a device that transports people between different floors of a building. John, who is in a wheelchair, would need an elevator to get to the third floor of his apartment building. The other choices are less likely because a space shuttle, detroit, stairs, and downtown are not places where John can access the third floor of his apartment building.

"
John is an omnidiciplinarian. Where might he find success?,"['ocean', 'working hard', 'various situations', 'michigan', 'awards ceremony']","Questions: John is an omnidiciplinarian. Where might he find success?, Choices: (A) ocean, (B) working hard, (C) various situations, (D) michigan, (E) awards ceremony. For the question 'John is an omnidiciplinarian. Where might he find success?', among the choices ocean, working hard, various situations, michigan awards ceremony, which is the most likely answer? Highlight what sets your choice apart from the others.
","3. The most likely answer is (C) various situations. An omnidisciplinarian is someone who is skilled or knowledgeable in many different fields or disciplines. John, who is an omnidisciplinarian, would find success in various situations that require diverse skills or knowledge. The other choices are less likely because the ocean, working hard, michigan, and awards ceremony are not specific to omnidisciplinarians.

"
John is bringing suit against Seth.   This problem has straight there relationship.  What might be increasing between them?,"['tensions', 'going to court', 'resentment', 'verdict', 'civility']","Questions: John is bringing suit against Seth.   This problem has straight there relationship.  What might be increasing between them?, Choices: (A) tensions, (B) going to court, (C) resentment, (D) verdict, (E) civility. For the question 'John is bringing suit against Seth.   This problem has straight there relationship.  What might be increasing between them?', among the choices tensions, going to court, resentment, verdict civility, which is the most likely answer? Highlight what sets your choice apart from the others.
","4. The most likely answer is (C) resentment. Resentment is a feeling of anger or bitterness towards someone who has wronged or harmed you. John, who is bringing suit against Seth, might feel resentment towards Seth for causing him some problem. This problem has strained their relationship, meaning that it has damaged or weakened their bond. The other choices are less likely because tensions, going to court, verdict, and civility are not feelings that might increase between John and Seth.

"
John is careful about to eating dinner that is healthy because he wants to experience what?,"['indigestion', 'living longer', 'eating', 'acid reflux', 'stomach ache']","Questions: John is careful about to eating dinner that is healthy because he wants to experience what?, Choices: (A) indigestion, (B) living longer, (C) eating, (D) acid reflux, (E) stomach ache. For the question 'John is careful about to eating dinner that is healthy because he wants to experience what?', among the choices indigestion, living longer, eating, acid reflux stomach ache, which is the most likely answer? Highlight what sets your choice apart from the others.
","5. The most likely answer is (B) living longer. Living longer is a possible benefit of eating healthy meals. John, who is careful about eating dinner that is healthy, might want to experience living longer as a result of his healthy diet. The other choices are less likely because indigestion, eating, acid reflux, and stomach ache are not desirable experiences that John would want to have from eating healthy.

"
John is drinking down the highway and he's quite lost.  Where might he go to buy a map?,"['taco bell', 'truck stop', 'amusement park', 'atlas', 'classroom']","Questions: John is drinking down the highway and he's quite lost.  Where might he go to buy a map?, Choices: (A) taco bell, (B) truck stop, (C) amusement park, (D) atlas, (E) classroom. For the question 'John is drinking down the highway and he's quite lost.  Where might he go to buy a map?', among the choices taco bell, truck stop, amusement park, atlas classroom, which is the most likely answer? Highlight what sets your choice apart from the others.
","6. The most likely answer is (B) truck stop. A truck stop is a place where drivers of trucks or other vehicles can stop to refuel, rest, or buy supplies. John, who is driving down the highway and is quite lost, might go to a truck stop to buy a map that can help him find his way. The other choices are less likely because taco bell, amusement park, atlas, and classroom are not places where John can buy a map.

"
