premise,hypothesis,prompt,rationale
What is everyones goal for having sex long?,"['sell beer', 'wonderful thing', 'herpes', 'cost money', 'last hour']","Questions: What is everyones goal for having sex long?, Choices: (A) sell beer, (B) wonderful thing, (C) herpes, (D) cost money, (E) last hour. Given the question 'What is everyones goal for having sex long?', which among the choices sell beer, wonderful thing, herpes, cost money last hour, is the correct answer? Explain your reasoning using conditional statements.
","1. The correct answer is **(B) wonderful thing**. A possible explanation is: If everyone's goal for having sex long is a wonderful thing, then they are likely to enjoy the experience and have a positive attitude towards sex. Otherwise, if their goal is to sell beer, get herpes, cost money, or last hour, then they are likely to have negative consequences or motivations for having sex long.

"
What is food that is able to be eaten?,"['spoiled', 'necessary to live', 'edible', 'supermarket', 'unhealthy']","Questions: What is food that is able to be eaten?, Choices: (A) spoiled, (B) necessary to live, (C) edible, (D) supermarket, (E) unhealthy. Given the question 'What is food that is able to be eaten?', which among the choices spoiled, necessary to live, edible, supermarket unhealthy, is the correct answer? Explain your reasoning using conditional statements.
","2. The correct answer is **(C) edible**. A possible explanation is: If food is able to be eaten, then it is edible by definition. Otherwise, if food is spoiled, necessary to live, supermarket, or unhealthy, then it is not necessarily edible, as it may be rotten, scarce, unavailable, or harmful.

"
What is owned by a person and could have a second floor?,"['cave', 'school', 'two story building', 'hotel', 'house']","Questions: What is owned by a person and could have a second floor?, Choices: (A) cave, (B) school, (C) two story building, (D) hotel, (E) house. Given the question 'What is owned by a person and could have a second floor?', which among the choices cave, school, two story building, hotel house, is the correct answer? Explain your reasoning using conditional statements.
","3. The correct answer is **(E) house**. A possible explanation is: If something is owned by a person and could have a second floor, then it is most likely a house, as houses are common types of property that can have multiple floors. Otherwise, if something is a cave, school, two story building, or hotel, then it is not likely to be owned by a person, as caves are natural formations, schools are public institutions, two story buildings are vague and could be anything, and hotels are businesses.

"
What is person probably feeling that plans on stopping being married to their spouse?,"['detachment', 'bankruptcy', 'sad', 'fights', 'wrong']","Questions: What is person probably feeling that plans on stopping being married to their spouse?, Choices: (A) detachment, (B) bankruptcy, (C) sad, (D) fights, (E) wrong. Given the question 'What is person probably feeling that plans on stopping being married to their spouse?', which among the choices detachment, bankruptcy, sad, fights wrong, is the correct answer? Explain your reasoning using conditional statements.
","4. The correct answer is **(C) sad**. A possible explanation is: If a person plans on stopping being married to their spouse, then they are probably feeling sad, as ending a marriage is usually a painful and emotional process. Otherwise, if a person plans on stopping being married to their spouse, then they are not necessarily feeling detachment, bankruptcy, fights, or wrong, as these are possible outcomes or reasons, but not feelings.

"
What is probably not built out of a wooden rod?,"['broom', 'broom closet', 'old clock', 'hardware store', 'old houses']","Questions: What is probably not built out of a wooden rod?, Choices: (A) broom, (B) broom closet, (C) old clock, (D) hardware store, (E) old houses. Given the question 'What is probably not built out of a wooden rod?', which among the choices broom, broom closet, old clock, hardware store old houses, is the correct answer? Explain your reasoning using conditional statements.
","5. The correct answer is **(D) hardware store**. A possible explanation is: If something is probably not built out of a wooden rod, then it is most likely a hardware store, as hardware stores are places that sell various materials and tools, but are not made of them. Otherwise, if something is a broom, broom closet, old clock, or old houses, then it is possible that it is built out of a wooden rod, as wooden rods are common components or structures of these things.

"
What is procreating too much likely to lead to?,"['having children', 'feeling good', 'food shortage', 'exhaustion', 'overpopulation']","Questions: What is procreating too much likely to lead to?, Choices: (A) having children, (B) feeling good, (C) food shortage, (D) exhaustion, (E) overpopulation. Given the question 'What is procreating too much likely to lead to?', which among the choices having children, feeling good, food shortage, exhaustion overpopulation, is the correct answer? Explain your reasoning using conditional statements.
","6. The correct answer is **(E) overpopulation**. A possible explanation is: If procreating too much is likely to lead to something, then it is most likely overpopulation, as overpopulation is the result of having more people than the environment can sustain. Otherwise, if procreating too much is likely to lead to having children, feeling good, food shortage, or exhaustion, then these are not necessarily the case, as having children is the means, not the end, feeling good is subjective and temporary, food shortage is a possible consequence, not a cause, and exhaustion is a physical state, not a social problem.

"
What is rain a type of?,"['snow', 'disneyland', 'air', 'weather', 'forest']","Questions: What is rain a type of?, Choices: (A) snow, (B) disneyland, (C) air, (D) weather, (E) forest. Given the question 'What is rain a type of?', which among the choices snow, disneyland, air, weather forest, is the correct answer? Explain your reasoning using conditional statements.
","7. The correct answer is **(D) weather**. A possible explanation is: If rain is a type of something, then it is most likely weather, as weather is the state of the atmosphere at a given time and place, and rain is one of the possible states. Otherwise, if rain is a type of snow, disneyland, air, or forest, then these are not correct, as snow is a different form of precipitation, disneyland is an amusement park, air is a mixture of gases, and forest is a biome.

"
What is remembering ever answer on a test likely to show?,"['nostalgia', 'depression', 'problems', 'instruction', 'knowledge']","Questions: What is remembering ever answer on a test likely to show?, Choices: (A) nostalgia, (B) depression, (C) problems, (D) instruction, (E) knowledge. Given the question 'What is remembering ever answer on a test likely to show?', which among the choices nostalgia, depression, problems, instruction knowledge, is the correct answer? Explain your reasoning using conditional statements.
","8. The correct answer is **(E) knowledge**. A possible explanation is: If remembering every answer on a test is likely to show something, then it is most likely knowledge, as knowledge is the information and understanding that a person has acquired through learning or experience, and remembering every answer on a test is a sign of having learned the material well. Otherwise, if remembering every answer on a test is likely to show nostalgia, depression, problems, or instruction, then these are not necessarily true, as nostalgia is a sentimental longing for the past, depression is a mood disorder, problems are difficulties or challenges, and instruction is the act of teaching or guiding.

"
What is required for an organism to continue living?,"['reproducing', 'eventually die', 'food consumed', 'growing older', 'money']","Questions: What is required for an organism to continue living?, Choices: (A) reproducing, (B) eventually die, (C) food consumed, (D) growing older, (E) money. Given the question 'What is required for an organism to continue living?', which among the choices reproducing, eventually die, food consumed, growing older money, is the correct answer? Explain your reasoning using conditional statements.
","9. The correct answer is **(C) food consumed**. A possible explanation is: If something is required for an organism to continue living, then it is most likely food consumed, as food is the source of energy and nutrients that an organism needs to survive and grow, and consuming food is the process of taking in and digesting food. Otherwise, if something is required for an organism to continue living, then it is not necessarily reproducing, eventually die, growing older, or money, as reproducing is the process of creating offspring, not a necessity for survival, eventually die is an inevitable outcome, not a requirement, growing older is a result of time passing, not a condition, and money is a human invention, not a biological need.

"
What is required for someone to be chatting with friends?,"['going to school', 'phone', 'socialcapabilities', 'having friends', 'computer']","Questions: What is required for someone to be chatting with friends?, Choices: (A) going to school, (B) phone, (C) socialcapabilities, (D) having friends, (E) computer. Given the question 'What is required for someone to be chatting with friends?', which among the choices going to school, phone, socialcapabilities, having friends computer, is the correct answer? Explain your reasoning using conditional statements.
","10. The correct answer is **(D) having friends**. A possible explanation is: If something is required for someone to be chatting with friends, then it is most likely having friends, as friends are people that someone knows and likes, and chatting with friends is the act of communicating and interacting with them. Otherwise, if something is required for someone to be chatting with friends, then it is not necessarily going to school, phone, social capabilities, or computer, as going to school is a place of education, not a source of friendship, phone and computer are devices that can facilitate chatting, but are not essential, and social capabilities are skills that can enhance chatting, but are not prerequisites."
What is required for someone to win when competing against someone else in ball?,"['edge', 'skill', 'luck', 'challenge', 'desire to win']","Questions: What is required for someone to win when competing against someone else in ball?, Choices: (A) edge, (B) skill, (C) luck, (D) challenge, (E) desire to win. Given the question 'What is required for someone to win when competing against someone else in ball?', which among the choices edge, skill, luck, challenge desire to win, is the correct answer? Explain your reasoning using conditional statements.
","1. The correct answer is (B) skill. To win when competing against someone else in ball, one needs to have skill in playing the game. A possible conditional statement is: **If** one has skill in playing ball, **then** one can win when competing against someone else.
"
What is required to be good at driving cars?,"['have fun', 'concentrate', 'park', 'listen to radio', 'speeding']","Questions: What is required to be good at driving cars?, Choices: (A) have fun, (B) concentrate, (C) park, (D) listen to radio, (E) speeding. Given the question 'What is required to be good at driving cars?', which among the choices have fun, concentrate, park, listen to radio speeding, is the correct answer? Explain your reasoning using conditional statements.
","2. The correct answer is (B) concentrate. To be good at driving cars, one needs to concentrate on the road and the traffic. A possible conditional statement is: **If** one concentrates on driving, **then** one can be good at driving cars.
"
What is the opposite of beautiful?,"['a witch', 'plain', 'homely', 'overcast', 'ugly']","Questions: What is the opposite of beautiful?, Choices: (A) a witch, (B) plain, (C) homely, (D) overcast, (E) ugly. Given the question 'What is the opposite of beautiful?', which among the choices a witch, plain, homely, overcast ugly, is the correct answer? Explain your reasoning using conditional statements.
","3. The correct answer is (E) ugly. The opposite of beautiful is ugly, which means unpleasant or repulsive in appearance. A possible conditional statement is: **If** something is beautiful, **then** it is not ugly.
"
What is the opposite of being dead?,"['working', 'breathing', 'born', 'being', 'alive']","Questions: What is the opposite of being dead?, Choices: (A) working, (B) breathing, (C) born, (D) being, (E) alive. Given the question 'What is the opposite of being dead?', which among the choices working, breathing, born, being alive, is the correct answer? Explain your reasoning using conditional statements.
","4. The correct answer is (E) alive. The opposite of being dead is being alive, which means having life or vitality. A possible conditional statement is: **If** something is dead, **then** it is not alive.
"
What is the opposite of deep?,"['frivolous', 'shallow', 'high', 'light', 'funny']","Questions: What is the opposite of deep?, Choices: (A) frivolous, (B) shallow, (C) high, (D) light, (E) funny. Given the question 'What is the opposite of deep?', which among the choices frivolous, shallow, high, light funny, is the correct answer? Explain your reasoning using conditional statements.
","5. The correct answer is (B) shallow. The opposite of deep is shallow, which means having little depth or intellectual substance. A possible conditional statement is: **If** something is deep, **then** it is not shallow.
"
What is the opposite of dissociate with someone?,"['fuse', 'unit', 'join', 'combine', 'incorporate']","Questions: What is the opposite of dissociate with someone?, Choices: (A) fuse, (B) unit, (C) join, (D) combine, (E) incorporate. Given the question 'What is the opposite of dissociate with someone?', which among the choices fuse, unit, join, combine incorporate, is the correct answer? Explain your reasoning using conditional statements.
","6. The correct answer is (C) join. The opposite of dissociate with someone is join with someone, which means to become connected or united with someone. A possible conditional statement is: **If** one dissociates with someone, **then** one does not join with someone.
"
What is the opposite of foolhardy?,"['thoughtful', 'discreet', 'calculated', 'cautious', 'careful']","Questions: What is the opposite of foolhardy?, Choices: (A) thoughtful, (B) discreet, (C) calculated, (D) cautious, (E) careful. Given the question 'What is the opposite of foolhardy?', which among the choices thoughtful, discreet, calculated, cautious careful, is the correct answer? Explain your reasoning using conditional statements.
","7. The correct answer is (E) careful. The opposite of foolhardy is careful, which means acting with caution or prudence. A possible conditional statement is: **If** one is foolhardy, **then** one is not careful.
"
What is the opposite of hands?,"['toes', 'body part', 'legs', 'feet', 'foot']","Questions: What is the opposite of hands?, Choices: (A) toes, (B) body part, (C) legs, (D) feet, (E) foot. Given the question 'What is the opposite of hands?', which among the choices toes, body part, legs, feet foot, is the correct answer? Explain your reasoning using conditional statements.
","8. The correct answer is (D) feet. The opposite of hands is feet, which are the lower extremities of the human body used for walking or standing. A possible conditional statement is: **If** something is a hand, **then** it is not a foot.
"
What is the opposite of having fun?,"['playing around', 'activity', 'video games', 'effort', 'relaxing']","Questions: What is the opposite of having fun?, Choices: (A) playing around, (B) activity, (C) video games, (D) effort, (E) relaxing. Given the question 'What is the opposite of having fun?', which among the choices playing around, activity, video games, effort relaxing, is the correct answer? Explain your reasoning using conditional statements.
","9. The correct answer is (D) effort. The opposite of having fun is having effort, which means exerting physical or mental energy to achieve a goal or task. A possible conditional statement is: **If** one is having fun, **then** one is not having effort.
"
What is the opposite of hosting a crowd?,"['few people', 'pay debts', 'individual', 'single person', 'small group']","Questions: What is the opposite of hosting a crowd?, Choices: (A) few people, (B) pay debts, (C) individual, (D) single person, (E) small group. Given the question 'What is the opposite of hosting a crowd?', which among the choices few people, pay debts, individual, single person small group, is the correct answer? Explain your reasoning using conditional statements.
","10. The correct answer is (D) single person. The opposite of hosting a crowd is hosting a single person, which means inviting or entertaining only one individual. A possible conditional statement is: **If** one is hosting a crowd, **then** one is not hosting a single person."
What is the opposite of hot?,"['freezing', 'lifeless', 'chilled', 'neutral', 'cold']","Questions: What is the opposite of hot?, Choices: (A) freezing, (B) lifeless, (C) chilled, (D) neutral, (E) cold. Given the question 'What is the opposite of hot?', which among the choices freezing, lifeless, chilled, neutral cold, is the correct answer? Explain your reasoning using conditional statements.
","1. The correct answer is (E) cold. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The opposite of hot is cold, so we can write the conditional statement as ""if something is hot, then it is not cold"". This statement is true for any temperature scale, such as Celsius, Fahrenheit, or Kelvin.

"
What is the worst part of playing games?,"['learning', 'happiness', 'competition', 'losing', 'fatigue']","Questions: What is the worst part of playing games?, Choices: (A) learning, (B) happiness, (C) competition, (D) losing, (E) fatigue. Given the question 'What is the worst part of playing games?', which among the choices learning, happiness, competition, losing fatigue, is the correct answer? Explain your reasoning using conditional statements.
","2. The correct answer is (D) losing. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The worst part of playing games is losing, so we can write the conditional statement as ""if someone plays a game, then they may lose"". This statement is true for any game that has a winner and a loser, such as chess, soccer, or poker.

"
What kind of cold storage would you use if you just bought some food?,"['laboratory', 'restaurant', 'freezer', 'grocery store', 'laboratory']","Questions: What kind of cold storage would you use if you just bought some food?, Choices: (A) laboratory, (B) restaurant, (C) freezer, (D) grocery store, (E) laboratory. Given the question 'What kind of cold storage would you use if you just bought some food?', which among the choices laboratory, restaurant, freezer, grocery store laboratory, is the correct answer? Explain your reasoning using conditional statements.
","3. The correct answer is (C) freezer. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The kind of cold storage that someone would use if they just bought some food is a freezer, so we can write the conditional statement as ""if someone buys some food, then they may use a freezer"". This statement is true for any food that needs to be frozen, such as ice cream, meat, or vegetables.

"
What kind of country has a government?,"['democracy', 'washington d.c', 'whitehouse', 'civilization', 'capitol building']","Questions: What kind of country has a government?, Choices: (A) democracy, (B) washington d.c, (C) whitehouse, (D) civilization, (E) capitol building. Given the question 'What kind of country has a government?', which among the choices democracy, washington d.c, whitehouse, civilization capitol building, is the correct answer? Explain your reasoning using conditional statements.
","4. The correct answer is (D) civilization. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The kind of country that has a government is a civilization, so we can write the conditional statement as ""if a country has a government, then it is a civilization"". This statement is true for any country that has a system of rules and laws, such as Japan, Canada, or Brazil.

"
What kind of driving leads to accidents?,"['stressful', 'dangerous', 'fun', 'illegal', 'deadly']","Questions: What kind of driving leads to accidents?, Choices: (A) stressful, (B) dangerous, (C) fun, (D) illegal, (E) deadly. Given the question 'What kind of driving leads to accidents?', which among the choices stressful, dangerous, fun, illegal deadly, is the correct answer? Explain your reasoning using conditional statements.
","5. The correct answer is (B) dangerous. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The kind of driving that leads to accidents is dangerous, so we can write the conditional statement as ""if someone drives dangerously, then they may cause an accident"". This statement is true for any driving that is reckless, careless, or irresponsible, such as speeding, texting, or drunk driving.

"
What kind of emotion does eating at your favorite restaurant bring about?,"['getting full', 'sadness', 'gas', 'gaining weight', 'satisfaction']","Questions: What kind of emotion does eating at your favorite restaurant bring about?, Choices: (A) getting full, (B) sadness, (C) gas, (D) gaining weight, (E) satisfaction. Given the question 'What kind of emotion does eating at your favorite restaurant bring about?', which among the choices getting full, sadness, gas, gaining weight satisfaction, is the correct answer? Explain your reasoning using conditional statements.
","6. The correct answer is (E) satisfaction. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The kind of emotion that eating at your favorite restaurant brings about is satisfaction, so we can write the conditional statement as ""if someone eats at their favorite restaurant, then they may feel satisfied"". This statement is true for any restaurant that serves delicious, nutritious, or affordable food, such as pizza, sushi, or salad.

"
What kind of entertainment may feature a talking weasel on an adventure?,"[""children's story"", 'forrest', 'mulberry bush', 'animated film', 'outdoors']","Questions: What kind of entertainment may feature a talking weasel on an adventure?, Choices: (A) children's story, (B) forrest, (C) mulberry bush, (D) animated film, (E) outdoors. Given the question 'What kind of entertainment may feature a talking weasel on an adventure?', which among the choices children's story, forrest, mulberry bush, animated film outdoors, is the correct answer? Explain your reasoning using conditional statements.
","7. The correct answer is (D) animated film. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The kind of entertainment that may feature a talking weasel on an adventure is an animated film, so we can write the conditional statement as ""if an entertainment features a talking weasel on an adventure, then it may be an animated film"". This statement is true for any entertainment that uses animation, such as cartoons, movies, or video games.

"
What kind of explosive device has a fuse or timer?,"['war', 'fireworks display', 'action film set', 'bomb', 'construction site']","Questions: What kind of explosive device has a fuse or timer?, Choices: (A) war, (B) fireworks display, (C) action film set, (D) bomb, (E) construction site. Given the question 'What kind of explosive device has a fuse or timer?', which among the choices war, fireworks display, action film set, bomb construction site, is the correct answer? Explain your reasoning using conditional statements.
","8. The correct answer is (D) bomb. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The kind of explosive device that has a fuse or timer is a bomb, so we can write the conditional statement as ""if an explosive device has a fuse or timer, then it may be a bomb"". This statement is true for any explosive device that can be detonated by a fuse or timer, such as dynamite, grenade, or C4.

"
What kind of facial expression would the audience have if they liked watching someone perform?,"['smile', 'standing ovation', 'music', 'grimace', 'applause']","Questions: What kind of facial expression would the audience have if they liked watching someone perform?, Choices: (A) smile, (B) standing ovation, (C) music, (D) grimace, (E) applause. Given the question 'What kind of facial expression would the audience have if they liked watching someone perform?', which among the choices smile, standing ovation, music, grimace applause, is the correct answer? Explain your reasoning using conditional statements.
","9. The correct answer is (A) smile. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The kind of facial expression that the audience would have if they liked watching someone perform is a smile, so we can write the conditional statement as ""if the audience likes watching someone perform, then they may smile"". This statement is true for any performance that is entertaining, amusing, or impressive, such as comedy, music, or magic.

"
What kind of feeling can sex lead to?,"['bliss', 'aids', 'getting pregnant', 'orgasm', 'educations']","Questions: What kind of feeling can sex lead to?, Choices: (A) bliss, (B) aids, (C) getting pregnant, (D) orgasm, (E) educations. Given the question 'What kind of feeling can sex lead to?', which among the choices bliss, aids, getting pregnant, orgasm educations, is the correct answer? Explain your reasoning using conditional statements.
","10. The correct answer is (A) bliss. A conditional statement is a statement that can be written in the form ""if p, then q"", where p and q are propositions. A proposition is a statement that is either true or false. The kind of feeling that sex can lead to is bliss, so we can write the conditional statement as ""if someone has sex, then they may feel bliss"". This statement is true for any sex that is consensual, enjoyable, or intimate, such as love, romance, or passion.

I hope this helps you understand how to use conditional statements to answer questions. If you have any more questions, feel free to ask me. 😊"
What kind of flight cannot be taken to s foreign country?,"['imaginary flight', 'american', 'native', 'indigenous', 'domestic']","Questions: What kind of flight cannot be taken to s foreign country?, Choices: (A) imaginary flight, (B) american, (C) native, (D) indigenous, (E) domestic. Given the question 'What kind of flight cannot be taken to s foreign country?', which among the choices imaginary flight, american, native, indigenous domestic, is the correct answer? Explain your reasoning using conditional statements.
","1. The correct answer is **(E) domestic**. A domestic flight is a flight that operates within the same country. A conditional statement that explains the reasoning is: **If a flight is domestic, then it cannot be taken to a foreign country**.

"
What might a person heading overseas do?,"['shout at', 'feel happy', 'cross street', 'board ship', 'get pasport']","Questions: What might a person heading overseas do?, Choices: (A) shout at, (B) feel happy, (C) cross street, (D) board ship, (E) get pasport. Given the question 'What might a person heading overseas do?', which among the choices shout at, feel happy, cross street, board ship get pasport, is the correct answer? Explain your reasoning using conditional statements.
","2. The correct answer is **(E) get passport**. A passport is a document that identifies a person and allows them to travel to other countries. A conditional statement that explains the reasoning is: **If a person is heading overseas, then they need to get a passport**.

"
What might an unsuccessful writing program cause?,"['unexpected results', 'bugs', 'satisfaction', 'frustration', 'aggrevation']","Questions: What might an unsuccessful writing program cause?, Choices: (A) unexpected results, (B) bugs, (C) satisfaction, (D) frustration, (E) aggrevation. Given the question 'What might an unsuccessful writing program cause?', which among the choices unexpected results, bugs, satisfaction, frustration aggrevation, is the correct answer? Explain your reasoning using conditional statements.
","3. The correct answer is **(D) frustration**. Frustration is a feeling of annoyance or anger when something does not go as planned or desired. An unsuccessful writing program is a program that does not work properly or produce the expected output. A conditional statement that explains the reasoning is: **If a writing program is unsuccessful, then it causes frustration**.

"
What performance is expected of a student in school sessions?,"['michigan', 'pass course', 'better grade', 'ask questions', 'study history']","Questions: What performance is expected of a student in school sessions?, Choices: (A) michigan, (B) pass course, (C) better grade, (D) ask questions, (E) study history. Given the question 'What performance is expected of a student in school sessions?', which among the choices michigan, pass course, better grade, ask questions study history, is the correct answer? Explain your reasoning using conditional statements.
","4. The correct answer is **(C) better grade**. A better grade is a higher score or mark that reflects the quality of a student's work or performance. A school session is a period of time when students attend classes or lessons. A conditional statement that explains the reasoning is: **If a student attends school sessions, then they are expected to get a better grade**.

"
What picture would have the Atlantic Ocean on it?,"['planet', 'history books', 'western hemisphere', 'atlas', 'underwater creatures']","Questions: What picture would have the Atlantic Ocean on it?, Choices: (A) planet, (B) history books, (C) western hemisphere, (D) atlas, (E) underwater creatures. Given the question 'What picture would have the Atlantic Ocean on it?', which among the choices planet, history books, western hemisphere, atlas underwater creatures, is the correct answer? Explain your reasoning using conditional statements.
","5. The correct answer is **(C) western hemisphere**. The western hemisphere is the half of the Earth that lies west of the prime meridian and east of the antimeridian. The Atlantic Ocean is the second-largest ocean in the world and covers most of the western hemisphere. A conditional statement that explains the reasoning is: **If a picture has the Atlantic Ocean on it, then it shows the western hemisphere**.

"
What type of area would you be entering if dressed in a suit when putting your car in a parking lot?,"['urban area', 'amusement park', 'house', 'business district', 'shopping center']","Questions: What type of area would you be entering if dressed in a suit when putting your car in a parking lot?, Choices: (A) urban area, (B) amusement park, (C) house, (D) business district, (E) shopping center. Given the question 'What type of area would you be entering if dressed in a suit when putting your car in a parking lot?', which among the choices urban area, amusement park, house, business district shopping center, is the correct answer? Explain your reasoning using conditional statements.
","6. The correct answer is **(D) business district**. A business district is an area of a city or town where many offices, shops, and other commercial activities are located. A suit is a formal or professional outfit that consists of a jacket and trousers or a skirt. A parking lot is a place where cars can be parked. A conditional statement that explains the reasoning is: **If a person is dressed in a suit and puts their car in a parking lot, then they are likely to enter a business district**.

"
What type of bike has an engine?,"['lawnmower', 'automobile', 'car', 'bicycle', 'motorcycle']","Questions: What type of bike has an engine?, Choices: (A) lawnmower, (B) automobile, (C) car, (D) bicycle, (E) motorcycle. Given the question 'What type of bike has an engine?', which among the choices lawnmower, automobile, car, bicycle motorcycle, is the correct answer? Explain your reasoning using conditional statements.
","7. The correct answer is **(E) motorcycle**. A motorcycle is a two-wheeled vehicle that is powered by an engine and can be driven on roads. A bike is a short term for a bicycle or a motorcycle. A conditional statement that explains the reasoning is: **If a bike has an engine, then it is a motorcycle**.

"
