premise,hypothesis,prompt,rationale
James crushed his paper coffee cup and then left it in its proper place.  Where might he have left it?,"['coffee', 'desk', 'starbucks', 'cupboard', 'trash']","Questions: James crushed his paper coffee cup and then left it in its proper place.  Where might he have left it?, Choices: (A) coffee, (B) desk, (C) starbucks, (D) cupboard, (E) trash. Given the question 'James crushed his paper coffee cup and then left it in its proper place.  Where might he have left it?', which among the choices coffee, desk, starbucks, cupboard trash is the correct answer? Explain your reasoning using conditional statements.
","1. The correct answer is (E) trash. A possible explanation is:

If James crushed his paper coffee cup, then it means he finished drinking his coffee.
If he finished drinking his coffee, then he does not need the cup anymore.
If he does not need the cup anymore, then he should dispose of it properly.
If he should dispose of it properly, then he should leave it in the trash.
Therefore, if James crushed his paper coffee cup and then left it in its proper place, then he left it in the trash.

"
James didn't have much respect for Sarah. He spoke to her how?,"['contumely', 'disparagement', 'abhor', 'quietly', 'ignoring']","Questions: James didn't have much respect for Sarah. He spoke to her how?, Choices: (A) contumely, (B) disparagement, (C) abhor, (D) quietly, (E) ignoring. Given the question 'James didn't have much respect for Sarah. He spoke to her how?', which among the choices contumely, disparagement, abhor, quietly ignoring is the correct answer? Explain your reasoning using conditional statements.
","2. The correct answer is (B) disparagement. A possible explanation is:

If James didn't have much respect for Sarah, then he would not speak to her kindly.
If he would not speak to her kindly, then he would speak to her rudely.
If he would speak to her rudely, then he would use words that belittle or insult her.
If he would use words that belittle or insult her, then he would speak to her with disparagement.
Therefore, if James didn't have much respect for Sarah, then he spoke to her with disparagement.

"
James didn't know what drugs he did.  They were being passed around and he just took one.  It was the last time he would go to such a wild what?,"['school', 'doctor', 'concert', 'university', 'show']","Questions: James didn't know what drugs he did.  They were being passed around and he just took one.  It was the last time he would go to such a wild what?, Choices: (A) school, (B) doctor, (C) concert, (D) university, (E) show. Given the question 'James didn't know what drugs he did.  They were being passed around and he just took one.  It was the last time he would go to such a wild what?', which among the choices school, doctor, concert, university show is the correct answer? Explain your reasoning using conditional statements.
","3. The correct answer is (C) concert. A possible explanation is:

If James didn't know what drugs he did, then he was not careful about what he consumed.
If he was not careful about what he consumed, then he was in a risky situation.
If he was in a risky situation, then he was in a place where drugs were easily available and widely used.
If he was in a place where drugs were easily available and widely used, then he was in a concert.
Therefore, if James didn't know what drugs he did, then he was in a concert.

"
James didn't like bringing his suit to court.   He didn't wear it when he heard what?,"['resentment', 'crime', 'tensions', 'going to court', 'verdict']","Questions: James didn't like bringing his suit to court.   He didn't wear it when he heard what?, Choices: (A) resentment, (B) crime, (C) tensions, (D) going to court, (E) verdict. Given the question 'James didn't like bringing his suit to court.   He didn't wear it when he heard what?', which among the choices resentment, crime, tensions, going to court verdict is the correct answer? Explain your reasoning using conditional statements.
","4. The correct answer is (E) verdict. A possible explanation is:

If James didn't like bringing his suit to court, then he did not enjoy dressing formally.
If he did not enjoy dressing formally, then he would prefer to wear casual clothes.
If he would prefer to wear casual clothes, then he would not wear his suit unless he had to.
If he would not wear his suit unless he had to, then he would only wear it when he was in court.
If he would only wear it when he was in court, then he would not wear it when he heard the verdict.
Therefore, if James didn't like bringing his suit to court, then he didn't wear it when he heard the verdict.

"
James didn't like communicating with mail.  He didn't like waiting for what?,"['response', 'learning', 'the mail to be delivered', 'confusion', 'exchanging ideas']","Questions: James didn't like communicating with mail.  He didn't like waiting for what?, Choices: (A) response, (B) learning, (C) the mail to be delivered, (D) confusion, (E) exchanging ideas. Given the question 'James didn't like communicating with mail.  He didn't like waiting for what?', which among the choices response, learning, the mail to be delivered, confusion exchanging ideas is the correct answer? Explain your reasoning using conditional statements.
","5. The correct answer is (C) the mail to be delivered. A possible explanation is:

If James didn't like communicating with mail, then he did not like writing or receiving letters.
If he did not like writing or receiving letters, then he did not like the process of sending or getting mail.
If he did not like the process of sending or getting mail, then he did not like the time it took for the mail to reach its destination.
If he did not like the time it took for the mail to reach its destination, then he did not like waiting for the mail to be delivered.
Therefore, if James didn't like communicating with mail, then he didn't like waiting for the mail to be delivered"
James doesn't like reading books before bed.  He has an active imagination and finds that late night reading gives him what?,"['nightmares', 'enlightenment', 'cramps', 'drowsiness', 'entertainment']","Questions: James doesn't like reading books before bed.  He has an active imagination and finds that late night reading gives him what?, Choices: (A) nightmares, (B) enlightenment, (C) cramps, (D) drowsiness, (E) entertainment. Given the question 'James doesn't like reading books before bed.  He has an active imagination and finds that late night reading gives him what?', which among the choices nightmares, enlightenment, cramps, drowsiness entertainment is the correct answer? Explain your reasoning using conditional statements.
",
James doesn't want a relationship. He thinks that loving another will only create what?,"['satisfaction', 'jealousy', 'happiness', 'wonderful', 'quiet']","Questions: James doesn't want a relationship. He thinks that loving another will only create what?, Choices: (A) satisfaction, (B) jealousy, (C) happiness, (D) wonderful, (E) quiet. Given the question 'James doesn't want a relationship. He thinks that loving another will only create what?', which among the choices satisfaction, jealousy, happiness, wonderful quiet is the correct answer? Explain your reasoning using conditional statements.
",
James drove down the thoroughfare though his home what?,"['house', 'country', 'city', 'town', 'traffic']","Questions: James drove down the thoroughfare though his home what?, Choices: (A) house, (B) country, (C) city, (D) town, (E) traffic. Given the question 'James drove down the thoroughfare though his home what?', which among the choices house, country, city, town traffic is the correct answer? Explain your reasoning using conditional statements.
",
James drove his niece to her father.  Where did he drive?,"[""great granddad's house"", 'family picture book', ""brother's house"", 'family tree', 'family reunion']","Questions: James drove his niece to her father.  Where did he drive?, Choices: (A) great granddad's house, (B) family picture book, (C) brother's house, (D) family tree, (E) family reunion. Given the question 'James drove his niece to her father.  Where did he drive?', which among the choices great granddad's house, family picture book, brother's house, family tree family reunion is the correct answer? Explain your reasoning using conditional statements.
",
James enjoyed playing chess but he could not beat his best friend.  His  failure to win caused him a great deal of what?,"['humility', 'get laid', 'headaches', 'hunger', 'frustration']","Questions: James enjoyed playing chess but he could not beat his best friend.  His  failure to win caused him a great deal of what?, Choices: (A) humility, (B) get laid, (C) headaches, (D) hunger, (E) frustration. Given the question 'James enjoyed playing chess but he could not beat his best friend.  His  failure to win caused him a great deal of what?', which among the choices humility, get laid, headaches, hunger frustration is the correct answer? Explain your reasoning using conditional statements.
",.
