premise,hypothesis,prompt,rationale
Two people are outside walking through the snow.,The people are inside.,"Premise: Two people are outside walking through the snow., Hypothesis: The people are inside.. Based on what is historically known, what is the most likely answer to the premise 'Two people are outside walking through the snow.' and hypothesis The people are inside. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","1. Premise: Two people are outside walking through the snow., Hypothesis: The people are inside.. The answer is **contradiction**. The hypothesis contradicts the premise because the people cannot be both outside and inside at the same time. This is based on the common sense knowledge of spatial relations and the meaning of the words outside and inside.

"
Two people are outside walking through the snow.,There are people.,"Premise: Two people are outside walking through the snow., Hypothesis: There are people.. Based on what is historically known, what is the most likely answer to the premise 'Two people are outside walking through the snow.' and hypothesis There are people. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","2. Premise: Two people are outside walking through the snow., Hypothesis: There are people.. The answer is **entailment**. The hypothesis is entailed by the premise because the premise implies that there are people. This is based on the logical inference of existential quantification and the meaning of the word people.

"
A dog rolls on his back.,The dog is swimming.,"Premise: A dog rolls on his back., Hypothesis: The dog is swimming.. Based on what is historically known, what is the most likely answer to the premise 'A dog rolls on his back.' and hypothesis The dog is swimming. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","3. Premise: A dog rolls on his back., Hypothesis: The dog is swimming.. The answer is **contradiction**. The hypothesis contradicts the premise because the dog cannot be both rolling on his back and swimming at the same time. This is based on the common sense knowledge of physical actions and the meaning of the words roll and swim.

"
A dog rolls on his back.,The dog is scratching his back.,"Premise: A dog rolls on his back., Hypothesis: The dog is scratching his back.. Based on what is historically known, what is the most likely answer to the premise 'A dog rolls on his back.' and hypothesis The dog is scratching his back. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","4. Premise: A dog rolls on his back., Hypothesis: The dog is scratching his back.. The answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise because the premise does not provide enough information to determine whether the dog is scratching his back or not. This is based on the uncertainty of the intention and the effect of the action of rolling on one's back.

"
A dog rolls on his back.,The dog rolls over.,"Premise: A dog rolls on his back., Hypothesis: The dog rolls over.. Based on what is historically known, what is the most likely answer to the premise 'A dog rolls on his back.' and hypothesis The dog rolls over. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","5. Premise: A dog rolls on his back., Hypothesis: The dog rolls over.. The answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise because the premise does not specify whether the dog completes the action of rolling over or not. This is based on the ambiguity of the temporal and spatial extent of the action of rolling over.

"
People sitting on black chairs on a bus.,The people are on their way home,"Premise: People sitting on black chairs on a bus., Hypothesis: The people are on their way home. Based on what is historically known, what is the most likely answer to the premise 'People sitting on black chairs on a bus.' and hypothesis The people are on their way home with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","6. Premise: People sitting on black chairs on a bus., Hypothesis: The people are on their way home. The answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise because the premise does not indicate the destination or the purpose of the people on the bus. This is based on the variability of the possible scenarios and the meaning of the phrase on their way home.

"
People sitting on black chairs on a bus.,The people in a bus,"Premise: People sitting on black chairs on a bus., Hypothesis: The people in a bus. Based on what is historically known, what is the most likely answer to the premise 'People sitting on black chairs on a bus.' and hypothesis The people in a bus with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","7. Premise: People sitting on black chairs on a bus., Hypothesis: The people in a bus. The answer is **entailment**. The hypothesis is entailed by the premise because the premise implies that the people are in a bus. This is based on the logical inference of inclusion and the meaning of the words sitting and in.

"
People sitting on black chairs on a bus.,The people are outside.,"Premise: People sitting on black chairs on a bus., Hypothesis: The people are outside.. Based on what is historically known, what is the most likely answer to the premise 'People sitting on black chairs on a bus.' and hypothesis The people are outside. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","8. Premise: People sitting on black chairs on a bus., Hypothesis: The people are outside.. The answer is **contradiction**. The hypothesis contradicts the premise because the people cannot be both inside and outside a bus at the same time. This is based on the common sense knowledge of spatial relations and the meaning of the words inside and outside.

"
A woman who has just finished her dance performance3.,A woman just finished dancing for a massive audience.,"Premise: A woman who has just finished her dance performance3., Hypothesis: A woman just finished dancing for a massive audience.. Based on what is historically known, what is the most likely answer to the premise 'A woman who has just finished her dance performance3.' and hypothesis A woman just finished dancing for a massive audience. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","9. Premise: A woman who has just finished her dance performance3., Hypothesis: A woman just finished dancing for a massive audience.. The answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise because the premise does not specify the size or the presence of the audience. This is based on the uncertainty of the context and the meaning of the word massive.

"
A woman who has just finished her dance performance3.,A woman just finished eating cake.,"Premise: A woman who has just finished her dance performance3., Hypothesis: A woman just finished eating cake.. Based on what is historically known, what is the most likely answer to the premise 'A woman who has just finished her dance performance3.' and hypothesis A woman just finished eating cake. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","10. Premise: A woman who has just finished her dance performance3., Hypothesis: A woman just finished eating cake.. The answer is **contradiction**. The hypothesis contradicts the premise because the woman cannot have just finished two different actions at the same time. This is based on the common sense knowledge of temporal relations and the meaning of the word just."
A woman who has just finished her dance performance3.,A woman just finished dancing.,"Premise: A woman who has just finished her dance performance3., Hypothesis: A woman just finished dancing.. Based on what is historically known, what is the most likely answer to the premise 'A woman who has just finished her dance performance3.' and hypothesis A woman just finished dancing. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","1. The answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a woman has just finished her dance performance3, which implies that she has just finished dancing. The hypothesis is exactly the same as the implication, so it is entailed by the premise. There is no historical context needed for this question, as it is based on common sense and logic.

"
A young woman is drawing with a Sharpie marker.,A woman is drawing.,"Premise: A young woman is drawing with a Sharpie marker., Hypothesis: A woman is drawing.. Based on what is historically known, what is the most likely answer to the premise 'A young woman is drawing with a Sharpie marker.' and hypothesis A woman is drawing. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
",
A young woman is drawing with a Sharpie marker.,A woman is drawing.,"Premise: A young woman is drawing with a Sharpie marker., Hypothesis: A woman is drawing.. Based on what is historically known, what is the most likely answer to the premise 'A young woman is drawing with a Sharpie marker.' and hypothesis A woman is drawing. with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","3, which implies that she has just finished dancing. The hypothesis is exactly the same as the implication, so it is entailed by the premise. There is no historical context needed for this question, as it is based on common sense and logic.

2. The answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a young woman is drawing with a Sharpie marker, which implies that she is a woman and she is drawing. The hypothesis is a generalization of the premise, so it is entailed by the premise. There is no historical context needed for this question, as it is based on common sense and logic.

3. The answer is **entailment**. This is the same question as the previous one, so the answer and the rationale are the same.

"
A young woman is drawing with a Sharpie marker.,The Sharpie is black,"Premise: A young woman is drawing with a Sharpie marker., Hypothesis: The Sharpie is black. Based on what is historically known, what is the most likely answer to the premise 'A young woman is drawing with a Sharpie marker.' and hypothesis The Sharpie is black with options ""entailment"", ""neutral"", ""contradiction""? Provide historical context in your rationale.
","4. The answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that a young woman is drawing with a Sharpie marker, but it does not specify the color of the marker. The hypothesis assumes that the Sharpie is black, but this is not necessarily true. There could be other colors of Sharpie markers, such as red, blue, green, etc. Therefore, the hypothesis is neither entailed nor contradicted by the premise. There is no historical context needed for this question, as it is based on common sense and logic.

"
